IC,NNG,JKB,JKS,NP,JX,MAG,VA,EC,VV,VX,XSN,VA-I,JKO,EF,VV-I,ETM,SF,VCP,XSA-I,XSV,VCN,XR,NNB,EP,MAJ,VV-R,SL,SN,MM,ETN,JKG,NNP,XSA,JC,NR,Z_CODA,JKC,XPN,VA-R,JKQ,JKV,SSC
뭐,얘기,에,가,나,는,얼마나,좋,어도,가,보,들,,을,예요,,던,.,이,,,,,것,시,그래서,,,,이런,,,,,,,,,,,,,
뭐,생각,에서,이,여기,도,진짜,같,지,그러,있,들,,ᆯ,죠,,던,.,이,,,,,것,었,근데,,,,그,,,,,,,,,,,,,
아,생각,으로,가,나,는,엄청,있,고,있,하,들,,을,어야죠,,는,.,이,,,,,것,었,그래서,,,,그,,,,,,,,,,,,,
그,이후,에,이,그거,는,굉장히,그르,고,되,주,들,,을,예요,,은,.,이,,,,,거,었,그래서,,,,그,,,,,,,,,,,,,
그,사람,한테,이,뭐,는,많이,없,고,보내,보,들,,ᆯ,예요,,는,.,이,,,,,박,었,근데,,,,그런,,,,,,,,,,,,,
뭐,텔레비전,한테,가,그거,도,많이,똑같,게,하,않,씩,,을,예요,,는,.,이,,,,,일,었,그러니까,,,,모든,,,,,,,,,,,,,
음,사람,으로,이,나,는,인제,똑같,고,하,보,들,,을,어,,는,.,이,,,,,것,겠,그래서,,,,그,,,,,,,,,,,,,
그,생각,에,이,자기,도,좀,있,고,하,있,들,,를,어요,,은,.,이,,,,,거,었,그면,,,,어떤,,,,,,,,,,,,,
그,점,으로,이,나,도,진짜,좋,고,맞,하,들,,을,다,,은,.,이,,,,,거,겠,그러니까,,,,몇,,,,,,,,,,,,,
그,산책,에서,가,나,는,다,같,고,하,보,들,,를,더라고요,,은,.,이,,,,,번,겠,그래서,,,,그,,,,,,,,,,,,,
그,부분,에,이,나,도,막,괜찮,어서,나가,하,끼리,,ᆯ,는다,,던,.,이,,,,,거,었,그래서,,,,그,,,,,,,,,,,,,
뭐,점,처럼,이,나,는,요즘,같,게,하,있,들,,을,죠,,을,.,이,,,,,거,겠,또,,,,저,,,,,,,,,,,,,
뭐,노견,에,가,나,도,좀,난감하,어야지,남,하,들,,을,죠,,는,.,이,,,,,거,었,그리고,,,,어느,,,,,,,,,,,,,
뭐,주변,에,이,나,밖에,쪼끔,있,고,남,있,들,,를,어,,ᆫ,.,이,,,,,측,겠,그래도,,,,그,,,,,,,,,,,,,
뭐,노견,에,가,나,는,더,좋,ᆫ다고,갚,하,끼리,,를,어요,,던,.,이,,,,,명,었었,근데,,,,걔,,,,,,,,,,,,,
어,입장,으로,가,나,는,꼭,좋,지,되,있,들,,를,죠,,던,.,이,,,,,명,었,또,,,,뭔,,,,,,,,,,,,,
그,생각,으로,이,당신,는,많이,같,면,되,있,들,,을,거든요,,을,.,이,,,,,명,었,그러니까,,,,한,,,,,,,,,,,,,
인제,노견,에,가,그거,만,많이,없,ᆫ다고,알,있,인,,를,거든요,,던,.,이,,,,,명,었,근데,,,,그,,,,,,,,,,,,,
뭐,노견,한테,이,그거,도,점점,많,어서,하,지,들,,을,어요,,던,.,이,,,,,명,었,근데,,,,어느,,,,,,,,,,,,,
아니,케어,처럼,가,나,는,더,괜찮,듯이,오,않,들,,를,어요,,ᆯ,.,이,,,,,거,었었,근데,,,,각,,,,,,,,,,,,,
이,생각,으로,가,나,도,아무리,좋,게,하,못하,들,,을,으니까,,ᆯ,?,이,,,,,개,시,근데,,,,무슨,,,,,,,,,,,,,
그,아침,으로,이,거기,는,잘,많,고,되,하,적,,를,죠,,는,.,이,,,,,개,었,그러니까,,,,그,,,,,,,,,,,,,
인제,운동,에,이,그것,도,좀,없,고,보내,있,별,,를,예요,,은,.,이,,,,,개,시,그러니까,,,,그,,,,,,,,,,,,,
그,때,에,가,누구,도,지금,없,게,오,싶,들,,ᆯ,는데,,ᆫ,.,이,,,,,개,었,그러니까는,,,,그런,,,,,,,,,,,,,
인제,할머니,에,이,그것,는,한참,같,고,말,않,적,,을,더라고,,ᆯ,.,이,,,,,명,었,그래야,,,,어떤,,,,,,,,,,,,,
뭐,강아지,으로,가,나,는,또,같,으니까,알리,하,들,,를,어요,,는,.,이,,,,,명,었,그리고,,,,그,,,,,,,,,,,,,
뭐,새벽,에,가,그것,도,참,아프,게,하,하,들,,를,야,,ᆫ,.,이,,,,,개,었,그래도,,,,그런,,,,,,,,,,,,,
인제,산책,으로,이,그거,도,진짜,없,어,바뀌,주,들,,를,잖아요,,ᆯ,.,이,,,,,명,겠,그러니까,,,,이런,,,,,,,,,,,,,
그,아이,에,이,그것,는,더,같,지,되,하,들,,을,는데,,은,.,이,,,,,거,었,근데,,,,그,,,,,,,,,,,,,
아,나이,에,이,누구,요,진짜,좋,고,보,지,님,,를,어요,,ᆫ,.,이,,,,,거,었,그래서,,,,어느,,,,,,,,,,,,,
어,나이,한테,이,우리,는,더,같,면서,하,주,력,,ᆯ,예요,,은,.,이,,,,,것,었,근데,,,,그,,,,,,,,,,,,,
아,할머니,에,가,나,도,많이,없,고,나오,주,들,,를,어,,ᆯ,.,이,,,,,거,었,그래서,,,,그런,,,,,,,,,,,,,
그,나이,에,가,우리,는,좀,없,으면,갖,않,들,,를,죠,,ᆫ,.,이,,,,,것,었,근데,,,,그,,,,,,,,,,,,,
글쎄,할머니,로,이,나,는,많이,같,어서,보,있,들,,를,거든요,,ᆯ,.,이,,,,,수,었,그래도,,,,이런,,,,,,,,,,,,,
뭐,휠체어,에서,이,그것,ᆫ,또,젊,지,가,있,들,,를,고,,는,.,이,,,,,거,었,그래서,,,,이런,,,,,,,,,,,,,
아이,모습,로,이,그거,만,솔직히,있,을까,하,않,적,,을,고,,던,.,이,,,,,거,시,그래서,,,,한,,,,,,,,,,,,,
뭐,노견,에,이,당신,는,진짜,궁금하,고,하,않,기,,를,지,,ᆫ,.,이,,,,,것,었,근데,,,,그런,,,,,,,,,,,,,
그,마지막,한테,가,그거,도,안,크,고,보,있,들,,를,어요,,ᆫ,.,이,,,,,거,었,그래서,,,,한,,,,,,,,,,,,,
뭐,행복,한테,이,그분,은,좀,좋,지,부르,않,감,,을,지,,을,.,이,,,,,거,었,그래서,,,,그,,,,,,,,,,,,,
뭐,인간,에,가,우리,는,쪼금,크,지,하,있,들,,을,어요,,ᆫ,.,이,,,,,만큼,었었,근데,,,,어떤,,,,,,,,,,,,,
뭐,생각,에,가,걔,도,또,같,라고,그러,있,들,,를,죠,,ᆫ다는,.,이,,,,,것,었었,그래서,,,,어떤,,,,,,,,,,,,,
아,만약,에,이,그것,은,또,같,어,부르,있,들,,를,어요,,ᆫ,.,이,,,,,거,었었,근데,,,,이런,,,,,,,,,,,,,
그,동물,에게,이,나,도,진짜,없,어서,부르,하,들,,를,에요,,는,.,이,,,,,놈,었,그래서,,,,무슨,,,,,,,,,,,,,
뭐,만약,으로,가,나,은,딱,없,어서,보내,하,들,,를,더라고,,을,.,이,,,,,거,었었,그래서,,,,무슨,,,,,,,,,,,,,
뭐,입양,에,가,나,는,진짜,같,라고,그러,하,들,,을,니깐요,,던,.,이,,,,,놈,었,그리고,,,,그런,,,,,,,,,,,,,
어,동물,에,이,나,부터,계속,크,게,부르,않,들,,을,어요,,ᆫ,.,이,,,,,거,었,그래서,,,,그런,,,,,,,,,,,,,
뭐,성인,에,이,우리,은,아직,없,지,부르,가지,들,,을,더라고,,은,.,이,,,,,놈,었었,그래서,,,,어떤,,,,,,,,,,,,,
뭐,동물,서,가,우리,은,별로,같,라고,하,하,분,,을,잖아요,,던,.,이,,,,,거,었,그러니까는,,,,이런,,,,,,,,,,,,,
어,입양,로,이,우리,도,이제,없,어서,하,계시,성,,을,다,,던,.,이,,,,,놈,었었,근데,,,,맨,,,,,,,,,,,,,
뭐,생각,에,가,우리,부터,다,같,지만,보,있,식,,을,다,,는,.,이,,,,,거,었,근데,,,,다른,,,,,,,,,,,,,
응,만약,에,이,나,도,지금,같,게,있,있,들,,을,어요,,ᆫ,.,이,,,,,만큼,었,그래서,,,,이,,,,,,,,,,,,,
야,입양,에,가,우리,도,좀,같,고,되,보,식,,을,예요,,는,.,이,,,,,것,시,근데,,,,그,,,,,,,,,,,,,
그,나이,에,이,걔,부터,인제,많,ᆫ가,하,나,들,,ᆯ,예요,,던,?,이,,,,,거,시,그러니까,,,,여러,,,,,,,,,,,,,
어,정도,으로,가,나,도,더,같,라도,그러,하,들,,ᆯ,잖아요,,는,.,이,,,,,거,었,근데,,,,그런,,,,,,,,,,,,,
어,동물,과,가,너,는,물론,없,려고,만들,있,들,,ᆯ,잖아요,,는,.,이,,,,,거,었,금,,,,그,,,,,,,,,,,,,
뭐,입양,에,이,우리,는,더,어리,고,하,하,식,,을,죠,,ᆫ,.,이,,,,,거,었,그러니까,,,,어느,,,,,,,,,,,,,
뭐,동물,에서,이,거기,는,여기,있,고,하,주,님,,을,니까,,ᆫ,.,이,,,,,거,겠,그래서,,,,내,,,,,,,,,,,,,
야,동물,에,가,자기,요,인제,어리,ᆫ가,하,하,성,,을,에요,,ᆫ,.,이,,,,,식,었었,그래서,,,,이런,,,,,,,,,,,,,
뭐,생활,에,이,자기,까지,많이,없,어서,바뀌,있,적,,을,지,,는,.,이,,,,,수,었,그르니까,,,,그,,,,,,,,,,,,,
뭐,공간,랑,이,나,도,좀,낯설,게,바뀌,하,성,,을,어,,ᆫ,?,이,,,,,식,었,그래도,,,,이런,,,,,,,,,,,,,
그,아기,랑,가,이것,ᆫ,더,늦,으면,되,두,들,,을,다네,,는,.,이,,,,,중,었,그래서,,,,그,,,,,,,,,,,,,
아,정도,이랑,이,우리,는,많이,많,고,하,두,씩,,을,어,,는,.,이,,,,,거,었,그러니까,,,,한,,,,,,,,,,,,,
뭐,연령대,에,가,그것,도,더,있,게,되,하,들,,을,더라고,,ᆫ,.,이,,,,,거,었,근데,,,,한,,,,,,,,,,,,,
뭐,나이,에,이,그것,만,많이,서투르,려고,하,않,들,,를,잖아,,는,.,이,,,,,간,었,근데,,,,다른,,,,,,,,,,,,,
그러게,경우,로,이,나,도,잘,짧,게,넘어가,하,치,,을,더라고,,는,.,이,,,,,것,었었,그러면,,,,다른,,,,,,,,,,,,,
인제,그중,에,이,그것,은,많이,같,라,하,주,치,,을,어,,ᆫ,.,이,,,,,거,었었,그래도,,,,그,,,,,,,,,,,,,
인제,고양이,에,이,저,는,더,같,어,오,하,들,,을,잖아,,던,.,이,,,,,거,었,그래도,,,,다른,,,,,,,,,,,,,
뭐,동네,서,이,나,ᆫ,꼼꼼,많,더라도,하,주,들,,을,어,,던,.,이,,,,,거,었,근데,,,,여러,,,,,,,,,,,,,
인제,맘,으로,이,그거,는,보통,높,고,오,하,적,,을,네,,은,.,이,,,,,대로,었,그러니까,,,,다른,,,,,,,,,,,,,
뭐,나무,한테,이,거기,는,막,높,든,이러,있,들,,을,는지,,ᆫ,.,이,,,,,것,었,그리고,,,,그런,,,,,,,,,,,,,
인제,사이,으로,이,거기,요,잘,궁금하,으니까,하,않,들,,을,더라고,,ᆫ,.,이,,,,,거,었,그래도,,,,한,,,,,,,,,,,,,
뭐,우산,에,이,자기,까지,이렇게,있,ᆫ데,살,못하,들,,을,구나,,ᆫ,.,이,,,,,것,었,그리고,,,,어느,,,,,,,,,,,,,
뭐,아래,에서,이,그것,는,안,있,고,하,않,들,,을,야,,ᆫ,.,이,,,,,거,었,그러고,,,,한,,,,,,,,,,,,,
어,밥,에서,이,나,도,잘,좋,어서,보,보,네,,을,야,,은,.,이,,,,,프로,었,그래서,,,,그,,,,,,,,,,,,,
그,주변,에서,이,그거,는,인제,많,는데,하,주,들,,을,더래,,는,.,이,,,,,거,었,근데,,,,이런,,,,,,,,,,,,,
그러게,사람,에다가,이,그거,은,지금,달,으니까,되,있,들,,를,잖아,,라는,.,이,,,,,거,었,그러니까,,,,이런,,,,,,,,,,,,,
뭐,생각,에,가,저,는,계속,많,게,하,보,들,,를,야,,는,.,이,,,,,거,었,근데,,,,어느,,,,,,,,,,,,,
뭐,경우,에,가,나,은,많이,다르,거나,하,있,님,,ᆯ,더라고,,ᆫ,.,이,,,,,조,었,그러니까,,,,그,,,,,,,,,,,,,
뭐,고양이,에,가,나,는,가끔,많,지만,되,보,들,,을,다,,는,.,이,,,,,거,었,그러니까,,,,옛,,,,,,,,,,,,,
그,입장,에,가,이거,는,아직,같,고,바뀌,싶,님,,을,나,,ᆯ,.,이,,,,,거,었,근데,,,,그,,,,,,,,,,,,,
뭐,맘,보다,이,이거,는,그냥,같,면서,되,않,들,,을,어,,은,.,이,,,,,것,겠,그러니까,,,,그,,,,,,,,,,,,,
저기,활동,보다,가,뭐,는,많이,있,게,하,보,님,,을,지,,을,?,이,,,,,간,었,근데,,,,그,,,,,,,,,,,,,
뭐,생각,으로,이,지,는,혹시나,없,니까,없애,보,적,,를,다,,은,.,이,,,,,적,었,그리고,,,,그,,,,,,,,,,,,,
아니야,집,에,이,이거,은,좀,없,지,하,하,들,,를,어,,을,.,이,,,,,데,었,그래서,,,,한,,,,,,,,,,,,,
뭐,앞,에,가,저,는,많이,멍하,고,그러,하,들,,를,더라고,,는,.,이,,,,,거,었,그러니까,,,,요런,,,,,,,,,,,,,
인제,집,에서,이,저,도,일단,똑같,게,하,보,들,,를,자,,ᆯ,.,이,,,,,거,었,그러니까,,,,그,,,,,,,,,,,,,
네,앞,으로,가,저,도,가장,비슷하,지만,정하,있,들,,을,더라고,,는,.,이,,,,,것,었,그러니까,,,,이,,,,,,,,,,,,,
와,활동,랑,가,나,ᆫ,안,있,어,하,주,들,,을,ᆯ까,,은,.,이,,,,,것,었,그러니까,,,,그런,,,,,,,,,,,,,
어,영역,서,가,그거,ᆫ,약간,있,면서,나,지,들,,을,어,,ᆫ,.,이,,,,,거,었었,그리고,,,,어떤,,,,,,,,,,,,,
아,사람,에,가,나,는,안,적,고,하,있,들,,를,ᆷ,,ᆫ,.,이,,,,,것,었었,그러니까,,,,그런,,,,,,,,,,,,,
아,연합,한테,이,이거,는,많이,없,고,나누,않,들,,를,을까,,ᆫ,.,이,,,,,것,겠,그래서,,,,그런,,,,,,,,,,,,,
아,마음,로,이,그것,는,왜,있,고,하,하,감,,를,어,,ᆫ,.,이,,,,,뿐,었,그러니까,,,,이런,,,,,,,,,,,,,
아,집,에,이,저,는,도대체,같,고,살,하,들,,를,다,,ᆫ,.,이,,,,,거,었,그래서,,,,그,,,,,,,,,,,,,
뭐,앞,한테,이,나,은,잘,같,어,하,보,들,,을,지,,ᆫ,.,이,,,,,번,었,또,,,,그런,,,,,,,,,,,,,
예,쓰레기장,로,이,이거,은,안,있,면서,보,하,들,,을,어,,ᆯ,.,이,,,,,데,었,그러니까,,,,별,,,,,,,,,,,,,
어,옆,에서,가,여기,는,잘,싫,어,되,있,들,,을,지,,ᆯ,.,이,,,,,번,겠,근데,,,,이런,,,,,,,,,,,,,
그,음식물,에서,가,저,는,왜,좋,고,그러,않,들,,을,더라고,,는,.,이,,,,,것,었,그러니까,,,,그런,,,,,,,,,,,,,
그,쓰레기,로,가,저,는,도대체,있,고,하,않,들,,을,을까,,는,.,이,,,,,것,었,근데,,,,그,,,,,,,,,,,,,
야,별개,한테,가,그것,는,못,있,어,하,않,들,,을,네,,ᆫ,.,이,,,,,거,겠,근데,,,,그런,,,,,,,,,,,,,
아,아이,하고,가,그것,은,지금,있,고,하,않,들,,을,어,,는,.,이,,,,,것,었,근데,,,,그,,,,,,,,,,,,,
네,음식,한테,가,저,는,인제,있,고,되,하,들,,를,어,,라는,.,이,,,,,거,었,근데,,,,그,,,,,,,,,,,,,
이제,음식물,서,이,그거,까지,많이,같,지만,갖,하,들,,을,어,,는,.,이,,,,,것,었,그럼,,,,그,,,,,,,,,,,,,
아,쓰레기,에,가,이것,도,되게,없,어서,하,보,네,,을,어,,ᆯ,.,이,,,,,나름,었,근데,,,,그런,,,,,,,,,,,,,
뭐,병,에,가,나,는,제일,없,고,하,않,들,,을,을까,,ᆫ,.,이,,,,,거,시,근데,,,,그런,,,,,,,,,,,,,
그,활동,처럼,이,저기,는,이제,많,고,그러,하,끼리,,를,네,,ᆫ,.,이,,,,,거,었,그러니까,,,,그,,,,,,,,,,,,,
아,맘,에서,이,그거,까지,이제,빵빵하,고,하,않,들,,을,지,,라는,.,이,,,,,것,었,그러니까,,,,그,,,,,,,,,,,,,
그,연합체,에서,이,나,는,이제,없,으니까,나오,않,들,,을,어,,ᆫ,.,이,,,,,것,었,그럼,,,,그,,,,,,,,,,,,,
아,동아리,서,이,그거,는,되게,힘들,으니까,하,않,네,,을,어,,ᆫ,.,이,,,,,거,었,그러면,,,,그런,,,,,,,,,,,,,
어,활동,에,가,저,까지,막,뒤늦,게,그러,주,쯤,,을,ᆫ다,,은,.,이,,,,,데,겠,그러니까,,,,그,,,,,,,,,,,,,
그,영역,에서,가,저,요,막,있,고,하,있,들,,ᆯ,지,,ᆫ,.,이,,,,,번,었,그리고,,,,어떤,,,,,,,,,,,,,
뭐,생각,에서,이,누구,까지,되게,같,어,그러,않,끼리,,을,지,,는,.,이,,,,,데,었,그리고,,,,이,,,,,,,,,,,,,
네,대신,에서,가,저,까지,많이,있,으니까,하,있,네,,을,을까,,ᆫ,.,이,,,,,데,었,그래서,,,,그,,,,,,,,,,,,,
그,동물,에서,가,저,ᆫ,많이,없,면서,하,있,들,,을,지,,ᆫ,.,이,,,,,것,었,그러니까,,,,다른,,,,,,,,,,,,,
뭐,협회,으로,가,저,까지,이제,있,게,하,있,네,,을,어,,ᆫ,.,이,,,,,거,시,그래서,,,,그,,,,,,,,,,,,,
글쎄,활동가,으로,가,저,는,좀,다르,지,하,있,들,,를,다,,ᆫ,.,이,,,,,것,겠,그럼,,,,그,,,,,,,,,,,,,
뭐,생각,에,이,저,는,되게,있,게,되,있,네,,를,지,,는,.,이,,,,,거,었,그래서,,,,그,,,,,,,,,,,,,
그,생각,에,가,거기,는,참,다르,지,보,오,들,,를,어,,던,.,이,,,,,대,었,그래서,,,,그,,,,,,,,,,,,,
뭐,구조,에,이,저,는,왠지,힘들,어도,맞추,않,끼리,,를,어,,ᆫ다는,.,이,,,,,거,었,그래서,,,,그,,,,,,,,,,,,,
아이,작업,에,이,저,은,막,있,게,채우,가,들,,을,더라고,,ᆫ,.,이,,,,,거,었,그래서,,,,그,,,,,,,,,,,,,
그,때,서,가,이거,은,좀,크,어,보태,않,네,,을,어,,ᆫ,.,이,,,,,거,었,그래서,,,,그,,,,,,,,,,,,,
아,혼자,에,가,저,부터,또,급하,어서,그러,싶,들,,를,어야지,,ᆫ,.,이,,,,,수,겠,그래서,,,,한,,,,,,,,,,,,,
아,혼자,에,이,나,는,이제,같,어,보태,않,끼리,,을,ᆯ까,,는,.,이,,,,,일,었,근데,,,,두어,,,,,,,,,,,,,
뭐,협회,에,이,저,도,이제,급하,니까,보태,있,들,,을,다,,ᆯ,.,이,,,,,거,겠,그러니까,,,,그,,,,,,,,,,,,,
뭐,노력,에서,가,이것,은,혹시,좋,어,하,있,들,,을,어,,는,.,이,,,,,거,겠,그래서,,,,어떤,,,,,,,,,,,,,
아,필요,으로,가,저,도,항상,같,니까,가지,않,들,,을,어,,는,.,이,,,,,거,었,그래서,,,,한,,,,,,,,,,,,,
어,생각,로서,가,여기,는,그렇게,있,고,시키,하,들,,를,야,,ᆫ,.,이,,,,,거,었,근데,,,,한,,,,,,,,,,,,,
아,지원,에서,가,나,까지,많이,없,어,주,보,들,,를,더라고,,ᆯ,.,이,,,,,것,었,그래서,,,,그,,,,,,,,,,,,,
그,상태,으로,가,나,도,딱,없,어서,갚,하,들,,을,어요,,은,.,이,,,,,거,었,그래서,,,,그,,,,,,,,,,,,,
아,환경,에서,이,저,는,그냥,있,거나,하,주,네,,을,더라고,,ᆫ,.,이,,,,,거,었,근데,,,,그,,,,,,,,,,,,,
그,환경,으로,이,그거,는,굉장히,힘들,려고,내,지,들,,을,네,,는,.,이,,,,,쪽,었,그럼,,,,그,,,,,,,,,,,,,
아,경우,에,가,나,는,별로,없,어,그러,하,이,,를,어,,ᆫ다는,?,이,,,,,거,겠,그러니까,,,,그,,,,,,,,,,,,,
아,최근,에,가,저,는,그냥,같,고,모르,있,들,,ᆯ,어,,ᆫ,.,이,,,,,거,었,그래서,,,,이,,,,,,,,,,,,,
네,여자,에,이,나,는,너무,같,고,되,보,들,,을,어,,는,.,이,,,,,거,었,그럼,,,,그,,,,,,,,,,,,,
어,탤런트,서,이,저,는,왜,있,으니까,되,않,끼리,,를,네,,는,.,이,,,,,쪽,었,그러니까,,,,그,,,,,,,,,,,,,
뭐,강아지,에,이,나,는,또,같,라서,치,보,들,,을,지,,ᆫ,.,이,,,,,것,겠,근데,,,,그,,,,,,,,,,,,,
이,혼자,에,이,나,도,또,젊,고,되,않,씩,,을,ᆫ다,,는,.,이,,,,,거,었,그래서,,,,어떤,,,,,,,,,,,,,
어,케어,한테,이,나,는,왜,같,고,하,보,들,,을,어,,는,.,이,,,,,거,겠,근데,,,,그,,,,,,,,,,,,,
뭐,모습,로,가,거기,ᆫ,맨날,없,고,하,지,들,,ᆯ,지,,ᆫ,.,이,,,,,번,었,근데,,,,그,,,,,,,,,,,,,
뭐,생각,에,이,그거,도,이제,있,고,그러,있,들,,을,지,,ᆫ,.,이,,,,,수,었,그래서,,,,그,,,,,,,,,,,,,
어,맘,에,가,저,도,막,짧,어,그러,있,들,,를,더라고,,ᆫ,.,이,,,,,거,겠,그래서,,,,그런,,,,,,,,,,,,,
어,생각,으로,가,저,는,막,재밌,고,그러,않,끼리,,을,지,,ᆯ,?,이,,,,,적,었,그래서,,,,어떤,,,,,,,,,,,,,
뭐,보통,로,가,저,는,계속,없,어,다니,주,씩,,을,어,,ᆫ,.,이,,,,,거,었,그래서,,,,아무,,,,,,,,,,,,,
뭐,동네,에,가,이것,는,많이,재밌,는데,되,하,들,,를,어,,는,.,이,,,,,바,겠,그래서,,,,그,,,,,,,,,,,,,
그,연합,에,이,이것,는,계속,있,어서,그러,않,끼리,,을,잖아,,ᆫ,.,이,,,,,것,었,그런데,,,,다른,,,,,,,,,,,,,
그,혼자,에서,이,여기,은,또,좋,ᆫ데,그러,않,끼리,,을,을까,,던,.,이,,,,,거,었,그럼,,,,그,,,,,,,,,,,,,
뭐,혼자,서,이,거기,는,인제,있,게,걸리,있,끼리,,을,잖아,,은,.,이,,,,,것,었,그래서,,,,어떤,,,,,,,,,,,,,
뭐,사람,에,이,저,다가,막,많,든,되,않,들,,을,어요,,ᆯ,.,이,,,,,거,겠,근데,,,,그,,,,,,,,,,,,,
뭐,대적,한테,이,나,도,이렇게,있,든,걸리,있,들,,을,ᆫ지,,ᆫ,.,이,,,,,거,었,그래서,,,,그,,,,,,,,,,,,,
뭐,분란,에,이,뭐,는,이제,좋,어서,되,못하,들,,을,어요,,는,.,이,,,,,거,겠,그래서,,,,그,,,,,,,,,,,,,
뭐,때,한테,이,거기,도,되게,세,고,가지,않,들,,을,어요,,ᆫ,.,이,,,,,거,었,그러면,,,,그,,,,,,,,,,,,,
아,부분,에,가,이거,는,다,급하,면서,가,주,들,,을,다,,는,.,이,,,,,거,었,근데,,,,어떤,,,,,,,,,,,,,
자,부분,에,이,나,는,막,같,고,되,있,들,,를,어요,,는,.,이,,,,,거,었,그래서,,,,어떤,,,,,,,,,,,,,
자,서로,에,가,여기,도,다,많,지만,그러,않,네,,를,다,,는,.,이,,,,,것,었,그래서,,,,어떤,,,,,,,,,,,,,
뭐,이해,에서,이,나,도,다,많,어도,되,있,들,,을,다,,는,.,이,,,,,쪽,었,그래서,,,,한,,,,,,,,,,,,,
뭐,공감,에,이,나,요,또,같,ᆫ데,걸리,않,분,,을,거든요,,는,.,이,,,,,거,었,그래서,,,,그,,,,,,,,,,,,,
뭐,부분,에서,이,이거,는,이제,많,라도,살,가,들,,를,다,,는,.,이,,,,,것,겠,근데,,,,그,,,,,,,,,,,,,
예,불만,에,이,저,도,많이,같,게,그러,않,들,,을,다,,ᆯ,.,이,,,,,번,겠,그러니까,,,,그,,,,,,,,,,,,,
저기,제기,에,이,지,도,막,있,고,하,하,들,,를,어요,,던,.,이,,,,,데,었,그러면,,,,그,,,,,,,,,,,,,
어,목소리,서,이,저,은,되게,괜찮,으니까,빌리,싶,성,,를,어요,,ᆯ,?,이,,,,,분,었,근데,,,,그런,,,,,,,,,,,,,
뭐,이해,서,이,저,는,오히려,바쁘,고,하,있,들,,을,습니다,,는,.,이,,,,,수,었,그러니까,,,,다른,,,,,,,,,,,,,
뭐,마음,에,이,거기,이나,더,없,는데,살,계시,들,,을,ᆯ까요,,는,.,이,,,,,거,었,그리고,,,,저,,,,,,,,,,,,,
그,쪼끔,에,이,거기,도,되게,재밌,니까,하,보,들,,를,ᆸ니다,,는,.,이,,,,,거,었,그래서,,,,어떤,,,,,,,,,,,,,
뭐,이해,에,이,저,은,많이,좋,면,그러,않,들,,을,잖아요,,은,.,이,,,,,수,겠,근데,,,,그,,,,,,,,,,,,,
어,고양이,에서,이,저,은,혹시,힘들,ᆫ데,대,않,들,,를,잖아요,,ᆫ다는,.,이,,,,,것,었,그러니까,,,,그,,,,,,,,,,,,,
뭐,자체,에,이,저,밖에,다시,좋,어,하,않,들,,를,예요,,은,.,이,,,,,거,었,근데,,,,그,,,,,,,,,,,,,
뭐,불신,에,이,얘,요,참,괜찮,고,내,않,적,,ᆯ,잖아요,,는,.,이,,,,,거,었,그러니까는,,,,그,,,,,,,,,,,,,
뭐,정말,에서,가,저,도,혹시,재밌,면,내,하,적,,을,더라고,,는,.,이,,,,,것,겠,근데,,,,그,,,,,,,,,,,,,
뭐,주변,과,이,저,ᆫ,좀,괜찮,라,벌,놓,들,,를,어요,,는,.,이,,,,,거,었,그러니까,,,,그,,,,,,,,,,,,,
에,쓰레기,에,이,그거,는,같이,같,게,하,않,들,,을,어요,,는,.,이,,,,,거,었,근데,,,,그,,,,,,,,,,,,,
인제,사람,에서,이,저,든,이제,친하,게,벌,보,들,,을,더라고,,ᆯ,.,이,,,,,수,었,근데,,,,그,,,,,,,,,,,,,
아,고양이,에,가,저,는,쭉,있,지,그러,보,들,,을,거든요,,다는,?,이,,,,,거,었,그래서,,,,그,,,,,,,,,,,,,
뭐,밥,에,이,나,는,이제,좋,고,벌,않,들,,을,죠,,ᆫ다는,.,이,,,,,거,었,그래서,,,,그런,,,,,,,,,,,,,
그,사람,로,이,우리,는,주로,같,어서,합치,있,들,,ᆯ,어요,,ᆫ,.,이,,,,,거,겠,근데,,,,그,,,,,,,,,,,,,
저,대체,에,이,이것,는,많이,같,어,하,보,씩,,를,어요,,는,.,이,,,,,거,었,그러니까,,,,그런,,,,,,,,,,,,,
아,맘,에,가,얘,은,왜,맛있,ᆯ까,있,가지,들,,을,을까,,ᆯ,.,이,,,,,거,겠,그리고,,,,어떤,,,,,,,,,,,,,
뭐,폭행,에,이,우리,는,안,같,고,살,있,들,,을,습니다,,ᆫ,?,이,,,,,중,었,그러니까,,,,그,,,,,,,,,,,,,
이,부분,에,가,너,은,또,있,어,하,가지,들,,을,은데요,,은,.,이,,,,,것,었,근데,,,,그,,,,,,,,,,,,,
뭐,생각,에,가,저,까지,같이,맛있,ᆯ까,보,있,적,,를,ᆯ까요,,ᆯ,.,이,,,,,지,었,그래서,,,,그,,,,,,,,,,,,,
