VV,ECS,NNG,JKM,JKS,NP,JX,MAG,XR,XSA,ETD,NNB,ECD,XSN,VA,JKO,ECE,SF,XSV,EFN,VCP,MAC,EPT,VCN,OL,NR,NNM,MDT,ETN,UN,EFQ,VXV,MDN,VX,IC,EFA,NNP,VXA,EPH,JC,JKG,JKC,EFI,JKQ,JKI,EFO,XPN,SS
이러,어,만약,에,이,뭐,도,이렇게,,,는,거,아,들,재밌,를,ㄴ다고,.,하,대,이,그래서,더,,,1,,그,,,,않,,,,,,,,,,,,,,,,
있,는지,피,에,가,이것,는,굉장히,,,는,거,아야,들,같,를,고,.,되,다고,이,그래서,었,,,하나,,어떤,,,,않,,,,,,,,,,,,,,,,
그러,는지,성격,에서,이,그,도,아마,,,라는,것,는데,들,부럽,를,고,.,하,다,이,그래서,겠,,,1,,이런,,,,않,,,,,,,,,,,,,,,,
듣,는지,사람,으로,가,그,은,아마도,,,ㄴ,것,아,네,이렇,를,고,.,하,어,이,그래서,었,,,1,,이,,,,보,,,,,,,,,,,,,,,,
뽑,다,제이,에,가,저,는,좀,,,는,것,ㄴ지,적,친하,를,고,.,하,어,이,그래서,었,,,1,,그,,,,않,,,,,,,,,,,,,,,,
쉬,어,성격,에,가,저희,는,굉장히,,,ㄴ,거,아서,들,재밌,를,고,.,하,지,이,그래서,었,,,1,,그,,,,않,,,,,,,,,,,,,,,,
놀,어,사람,에,가,그,는,그야말로,,,ㄴ,거,은데,들,같,를,면서,.,되,지,이,그래서,었,,,만,,그런,,,,지,,,,,,,,,,,,,,,,
가,어,특징,에서,가,뭐,은,막,,,ㄴ,것,게,들,그,를,고,.,하,어,이,그래서,겠,,,5000,,어떤,,,,않,,,,,,,,,,,,,,,,
기억나,어,피,으로,이,뭐,도,엄청,,,ㄹ,거,게,들,그렇,를,면,.,하,거든,이,그래서,았,,,2,,그,,,,주,,,,,,,,,,,,,,,,
기억나,어,제이,에,이,뭐,는,너무,,,ㄴ,수,는데,들,어리,를,고,.,하,다,이,그래서,었,,,만,,그,,,,있,,,,,,,,,,,,,,,,
어,다,무엇,에,이,저,도,진짜,,,는,수,어서,들,없,를,고,.,하,어,이,그래서,었,,,1,,그,,,,않,,,,,,,,,,,,,,,,
어,는지,아이나,에,가,뭐,도,잘,,,는,거,게,들,없,를,고,?,하,어,이,그래서,었,,,만,,그,,,,주,,,,,,,,,,,,,,,,
다니,어,이,서,이,우리,는,못,,,는,것,게,들,같,을,고,.,하,거든,이,그래서,었,,,5000,,어떤,,,,않,,,,,,,,,,,,,,,,
하,아,내향,에,이,그,도,더,,,는,것,어,들,같,을,지만,.,하,어,이,그래서,었,,,1,,어떤,,,,않,,,,,,,,,,,,,,,,
맞,아,외향,에,이,뭐,는,맨날,,,은,중,으니까,들,같,을,지만,.,하,어,이,그래서,었,,,1,,그,,,,지,,,,,,,,,,,,,,,,
하,다,그다음,에서,이,뭐,만,별로,,,는,수,어서,들,그렇,을,고,.,하,어,이,그러니까,었,,,1,,그런,,,,주,,,,,,,,,,,,,,,,
가,어,티,처럼,이,그,도,자꾸만,,,는,수,어야,들,어리,을,고,.,하,어,이,그래서,었,,,2,,그,,,,않,,,,,,,,,,,,,,,,
나,어,계획적,처럼,이,그거,는,좀,,,ㄴ,거,게,들,어리,을,고,.,하,어,이,그러니까,았,,,10,,그,,,,않,,,,,,,,,,,,,,,,
있었,아,좀,에,이,뭐,도,아주,,,ㄴ,것,어,들,힘들,를,고,.,하,어,이,그러니까,었,,,만,,그,,,,않,,,,,,,,,,,,,,,,
하,다,이성적,으로,이,그,은,정말,,,ㄴ,것,니까,들,이렇,을,고,.,하,지,이,그러니까,았,,,30,,그,,,,않,,,,,,,,,,,,,,,,
놀,다,반면,으로,이,우리,은,근데,,,ㄴ,것,지,들,괜찮,을,ㄴ데,.,하,지,이,그러니까,더,,,만,,그,,,,않,,,,,,,,,,,,,,,,
갈,다,에프,에,이,뭐,은,정말,,,은,하,어야,들,이렇,을,고,.,하,어,이,그러니까,더,,,10,,고런,,,,않,,,,,,,,,,,,,,,,
나,다,감성적,에,이,뭐,도,안,,,ㄹ,수,는데,들,아프,을,고,.,되,잖아,이,그래서,었,,,30,,그,,,,놓,,,,,,,,,,,,,,,,
막히,다,고,서,이,우리,은,계속,,,ㄴ,거,게,들,이렇,을,거나,.,하,잖아,이,그래서,었,,,만,,이런,,,,있,,,,,,,,,,,,,,,,
하,아,정도,으로,가,뭐,는,안,,,ㄴ,것,지,들,좋,을,지만,.,하,어,이,그래서,더,,,1,,이,,,,지,,,,,,,,,,,,,,,,
힘들,아,나머지,에,이,뭐,도,정말,,,ㄴ,때문,는데,적,가깝,을,고,.,하,어,이,그래서,었,,,2,,그,,,,싶,,,,,,,,,,,,,,,,
하,어,내가,에,가,뭐,는,막,,,ㄴ,수,어서,적,되,한테,면서,.,하,지,이,그래서,더,,,30,,그,,,,두,,,,,,,,,,,,,,,,
도,어,엠,에서,이,그,는,약간,,,ㄹ,거,게,들,좋,을,고,.,하,어,이,그래서,었,,,만,,그,,,,버리,,,,,,,,,,,,,,,,
놀,아,비,에,이,뭐,만,왜,,,ㄹ,거,니까,들,같,한테,지만,.,하,어,이,그래서,더,,,30,,그,,,,지,,,,,,,,,,,,,,,,
나,어,티,에,이,그,는,종종,,,을,때문,ㄴ지,들,이렇,을,고,?,하,지,이,그래서,았,,,만,,그,,,,지,,,,,,,,,,,,,,,,
떠나,어,아이,에,가,그,는,서로서로,,,다는,거,게,화,좋,를,고,.,하,어,이,그래서,더,,,30,,여러,,,,않,,,,,,,,,,,,,,,,
갈,어,옛날,에,이,뭐,도,잘,,,ㄴ,것,니까,들,어떻,을,고,.,하,어,이,그래서,었,,,만,,그,,,,주,,,,,,,,,,,,,,,,
보,어,지금,에,이,뭐,도,막상,,,ㄴ,치,지,들,낫,을,고,.,하,거든,이,그래서,었,,,30,,그,,,,않,,,,,,,,,,,,,,,,
있,어,유럽,에서,이,저,는,딱,,,ㄴ,데,게,들,그렇,을,나,.,하,잖아,이,그러니까,았,,,만,,몇,,,,않,,,,,,,,,,,,,,,,
알,다,사용,에,이,저기,도,바로,,,ㄴ,것,은데,들,그렇,을,면서,.,하,라고,이,그래서,더,,,3,,그런,,,,있,,,,,,,,,,,,,,,,
외,다,예전,에,이,우리,는,꼭,,,은,것,게,들,그렇,을,고,.,하,지,이,그러니까,었,,,40,,그,,,,놓,,,,,,,,,,,,,,,,
묻,어,우리나라,에,가,여기,은,하여간,,,은,것,어서,들,그렇,을,고,.,하,더라,이,그래서,더,,,만,,이런,,,,않,,,,,,,,,,,,,,,,
나가,어,유행,에,는,나,은,왜,,,ㄴ,때문,서,들,그렇,를,고,.,하,ㄴ다,이,그래서,었,,,50,,그런,,,,않,,,,,,,,,,,,,,,,
어,아,게,에,는,뭐,은,쫙,,,는,거,지,들,같,을,고,.,하,어,이,그래서,더,,,만,,이,,,,보,,,,,,,,,,,,,,,,
다니,아,재미,에,가,나,도,인제,,,는,수,지,들,그렇,한테,고,.,하,라고,이,그래서,었,,,10,,이,,,,않,,,,,,,,,,,,,,,,
있,어,면접,에,는,저,은,왜냐하면,,,은,것,아,들,같,을,고,?,하,다,이,그래서,었,,,만,,이,,,,있,,,,,,,,,,,,,,,,
아니,다,때,에,가,저희,는,어쨌든,,,은,것,게,들,좋,을,고,.,하,지,이,그래서,더,,,1,,그,,,,보,,,,,,,,,,,,,,,,
추,어,얘기,로,가,저희,는,좀,,,ㄴ,데,는데,들,이렇,을,면서,.,하,어,이,그런데,었,,,2,,그런,,,,주,,,,,,,,,,,,,,,,
가,아,지금,처럼,가,그,부터,특별히,,,ㄹ,것,게,들,쉽,를,고,.,하,어,이,그래서,더,,,3,,이런,,,,주,,,,,,,,,,,,,,,,
가,어,사실,에,이,이것,은,근데,,,ㄹ,거,어야,들,그렇,을,거나,.,하,어,이,그러니까,았,,,10,,무슨,,,,않,,,,,,,,,,,,,,,,
가,어,음,에서,이,뭐,은,훨씬,,,는,것,지,들,그렇,를,고,.,하,다,이,그래서,었,,,20,,이런,,,,주,,,,,,,,,,,,,,,,
어,어,이력서,에,가,저희,도,더,,,ㄴ,것,어서,들,그렇,을,고,.,하,잖아,이,그래서,았,,,만,,어떤,,,,주,,,,,,,,,,,,,,,,
나가보,어,때,에,가,뭐,는,더,,,ㄴ,것,게,들,없,을,고,.,하,어요,이,그래서,더,,,30,,이런,,,,주,,,,,,,,,,,,,,,,
있,ㄴ다,지원,에,는,우리,는,그럼,,,ㄴ,거,니까,들,없,를,고,.,하,거든,이,그래서,었,,,만,,이런,,,,있,,,,,,,,,,,,,,,,
나가,어,때,에서,가,이,야,더,,,는,쪽,지,들,이렇,을,고,.,하,다,이,그래서,더,,,3,,그,,,,않,,,,,,,,,,,,,,,,
그러,어,엠,에,이,저기,은,안,,,을,거,다가,들,이렇,를,고,?,하,다,이,그래서,었,,,만,,이,,,,가지,,,,,,,,,,,,,,,,
다니,어,비,에,이,그,는,그냥,,,ㄴ,쪽,어야,들,이렇,을,고,.,하,라고,이,그러니까,았,,,하나,,이,,,,가지,,,,,,,,,,,,,,,,
보,아,티,에,이,뭐,는,쫘악,,,ㄴ,거,어서,들,좋,을,고,.,하,네,이,그래서,더,,,30,,이런,,,,않,,,,,,,,,,,,,,,,
감추,아,아이,으로,이,그것,는,다,,,을,지,아야,들,같,을,고,.,하,거든,이,그리고,더,,,40,,그,,,,있,,,,,,,,,,,,,,,,
보,다,유형,에,이,뭐,도,더,,,을,거,게,들,같,을,든,.,하,거든,이,그래서,더,,,하나,,다른,,,,버리,,,,,,,,,,,,,,,,
나가,ㄴ다,란,와,이,저희,도,더,,,는,지,는데,들,그,를,든,.,하,지,이,그러니까,었,,,1,,뭔,,,,있,,,,,,,,,,,,,,,,
숨기,아,제이,에,이,그,은,어쨌든,,,ㄴ,것,어서,들,재밌,을,고,.,하,어,이,그래서,겠,,,만,,그,,,,주,,,,,,,,,,,,,,,,
찾아다니,아,판단력,으로,이,그,은,정말,,,ㄴ,거,아,들,같,를,면서,.,되,거든,이,그래서,더,,,1,,그,,,,있,,,,,,,,,,,,,,,,
되,어,규칙성,에,이,저거,만,어떻게,,,는,거,는데,들,없,을,고,.,하,어,이,그런데,었,,,2,,그런,,,,주,,,,,,,,,,,,,,,,
하,어,제이,에,가,그,은,너무,,,ㄴ,때문,지,님,좋,을,지만,.,하,라고,이,그래서,었,,,1,,이런,,,,놓,,,,,,,,,,,,,,,,
듣,어,피,에,이,저기,도,근데,,,ㄴ,거,어야,들,친하,을,ㄴ데,?,하,다,이,그러니까,였,,,하나,,그,,,,주,,,,,,,,,,,,,,,,
바뀌,어,순발력,에,가,저거,도,그럼,,,ㄴ,거,지,님,힘들,을,고,.,하,더라,이,그러니까,었,,,하나,,뭔,,,,가지,,,,,,,,,,,,,,,,
하,아,임기,에,이,이것,는,다,,,ㄴ,뿐,아,들,예쁘,을,고,?,하,더라,이,그러니까,었,,,3,,그,,,,가지,,,,,,,,,,,,,,,,
보여주,아,응변,에,가,저희,는,새로,,,ㄴ,것,게,들,그렇,을,면,.,하,요,이,그러니까,었,,,1,,무슨,,,,가지,,,,,,,,,,,,,,,,
겉핥,아,계획성,에,가,뭐,도,막,,,ㄴ,거,ㅁ에도,들,힘들,을,ㄴ데,?,하,어,이,그래서,었,,,3,,이런,,,,가지,,,,,,,,,,,,,,,,
찍,아,즉흥적,에,가,뭐,은,아무래도,,,ㄹ,거,게,들,재미있,을,고,?,하,잖아,이,그래서,았,,,1,,온갖,,,,지,,,,,,,,,,,,,,,,
다니,어,스타일,에,가,이것,도,이제,,,는,것,게,들,같,을,면,.,하,라고,이,그러니까,더,,,3,,그,,,,가지,,,,,,,,,,,,,,,,
느끼,다,제이,에,가,저기,이,이제,,,는,편,게,들,힘들,을,고,?,하,거든,이,그래서,았,,,1,,이런,,,,주,,,,,,,,,,,,,,,,
바꾸,어,처음,에,가,뭐,는,이제,,,ㄹ,거,아도,들,나쁘,을,고,.,하,다,이,그래서,았,,,2,,그,,,,놓,,,,,,,,,,,,,,,,
어,어,계획,에,이,우리,도,거의,,,ㄹ,거,게,들,힘들,을,고,.,하,거든,이,그래서,더,,,3,,그,,,,주,,,,,,,,,,,,,,,,
하,어,판단,에,가,뭐,은,이제,,,는,것,게,님,재밌,을,고,.,하,거든,이,그래서,았,,,2,,그,,,,있,,,,,,,,,,,,,,,,
하,아,스타일,에,가,뭐,도,거의,,,ㄹ,것,어,들,같,을,고,.,하,지,이,그래서,더,,,2,,이런,,,,주,,,,,,,,,,,,,,,,
되,어,가,에서,는,뭐,라고,막,,,는,수,아서,들,어떠하,을,고,.,하,아야지,이,그래서,었,,,1,,무슨,,,,않,,,,,,,,,,,,,,,,
있,어,거거,에,이,뭐,는,지금,,,ㄴ,거,게,들,같,를,면,.,하,거든,이,그래서,았,,,1,,그,,,,가지,,,,,,,,,,,,,,,,
하,어,티,로,가,저희,는,깜빡깜빡,,,ㄴ,것,는데,씩,그렇,을,고,.,하,라고,이,그래서,었,,,1,,그,,,,있,,,,,,,,,,,,,,,,
세우,어,에프,으로,이,뭐,는,막,,,ㄴ,거,어서,들,좋,을,고,.,하,아야지,이,그래서,었,,,1,,무슨,,,,가지,,,,,,,,,,,,,,,,
알아보,아,정도,에,가,뭐,든,갑자기,,,는,초,는데,들,좋,를,고,.,하,라고,이,그래서,었,,,1,,그,,,,가지,,,,,,,,,,,,,,,,
갈,어,성격,에,가,그거,는,안,,,는,데,어,들,그렇,을,고,.,하,라고요,이,그래서,더,,,1,,그런,,,,주,,,,,,,,,,,,,,,,
아니,아,유형,에,이,뭐,라고,벌써,,,는,쪽,어서,들,나쁘,를,면,.,하,라고,이,그래서,었,,,1,,그,,,,있,,,,,,,,,,,,,,,,
떠나,아,분류,에,이,이것,는,벌써,,,ㄴ,초,어서,씩,그렇,을,자,.,하,라고,이,그리고,었,,,1000,,그런,,,,있,,,,,,,,,,,,,,,,
보,어,측면,으로,가,내,이,잘,,,는,초,는데,씩,슬프,을,고,.,하,거든,이,그래서,더,,,2000,,그,,,,있,,,,,,,,,,,,,,,,
하,ㄴ다,내가,에,이,이것,는,안,,,는,것,게,들,좋,을,고,.,하,라고,이,그래서,었,,,하나,,그,,,,않,,,,,,,,,,,,,,,,
스,아,듣기,에,가,저기,도,근데,,,는,거,지,들,이렇,을,고,.,하,거든,이,그리고,더,,,1,,그,,,,보,,,,,,,,,,,,,,,,
하,다,사람,으로,이,거기,도,더,,,는,거,지,들,좋,을,고,.,되,더라,이,그래서,었,,,4,,그,,,,않,,,,,,,,,,,,,,,,
닿,어,단순,에,이,뭐,는,많이,,,는,것,지,들,없,을,고는,.,하,잖아,이,그래서,었,,,4,,그,,,,있,,,,,,,,,,,,,,,,
싸우,어,흑백,에,가,뭐,라고,별로,,,ㄹ,것,게,들,없,를,고,.,되,라고,이,그래서,었,,,2,,그,,,,않,,,,,,,,,,,,,,,,
하,어,논리,에,이,이것,은,잘,,,ㄴ,터,게,들,이렇,을,고,.,하,거든,이,그래서,더,,,1,,그,,,,않,,,,,,,,,,,,,,,,
대하,어,사람,에,이,뭐,만,근데,,,는,거,어서,들,많,를,고,.,하,지,이,그래서,더,,,1,,그,,,,있,,,,,,,,,,,,,,,,
알아보,아,사람,에,이,뭐,은,따로,,,는,거,게,들,즐겁,를,고,.,하,라고,이,그래서,었,,,하나,,그,,,,있,,,,,,,,,,,,,,,,
갈,아,안,서,가,뭐,도,안,,,는,것,지,들,재밌,을,고,.,하,거든,이,그래서,았,,,1,,어떤,,,,보,,,,,,,,,,,,,,,,
엇갈리,아,엠,에서,이,뭐,도,인제,,,을,초,아,들,그렇,을,고,.,하,지,이,그래서,었,,,200,,그런,,,,보,,,,,,,,,,,,,,,,
있,아,비,에서,이,이것,은,막,,,ㄴ,쪽,게,들,좋,을,고,.,하,라,이,그래서,었,,,1,,어떤,,,,가지,,,,,,,,,,,,,,,,
있,어,티,에,이,이것,라고,이렇게,,,는,쪽,게,들,이렇,를,고,.,하,야,이,그래서,았,,,하나,,그,,,,있,,,,,,,,,,,,,,,,
먹,다,아이,에,이,그거,는,따로따로,,,는,것,어야,들,많,를,고,.,하,라고,이,그러니까,더,,,1,,그,,,,가지,,,,,,,,,,,,,,,,
있,어,성격,으로,가,뭐,는,좀,,,ㄹ,데,니까,들,이렇,를,고,.,하,라고,이,그래서,었,,,1,,그,,,,있,,,,,,,,,,,,,,,,
있,어,혼재,와,가,저,도,더,,,ㄹ,거,니까,들,이렇,을,고,.,하,거든,이,그래서,었,,,십,,여러,,,,주,,,,,,,,,,,,,,,,
쓰,아,경우,와,이,그거,도,많이,,,는,것,지,들,이렇,과,려면,.,하,다고,이,하지만,였,,,1,,그,,,,가지,,,,,,,,,,,,,,,,
슬,ㄴ다,때,와,이,자기,도,잘,,,ㄴ,거,어야,들,그,을,고,.,하,어,이,그러니까,었,,,200,,그,,,,가지,,,,,,,,,,,,,,,,
먹,ㄴ가,사람,에,이,저것,도,좀,,,ㄴ,것,는데,들,같,을,고,.,하,라고,이,그러니까,었,,,1,,몇,,,,주,,,,,,,,,,,,,,,,
자,어,계획적,에,가,저희,도,다,,,ㄴ,수,지,들,이렇,을,지만,.,하,다고,이,그래서,었,,,2,,그,,,,않,,,,,,,,,,,,,,,,
하,다,상황,로,이,저거,도,어쨌든,,,ㄹ,수,니까,들,이렇,를,면서,.,하,다고,이,그러면,었,,,1,,그,,,,않,,,,,,,,,,,,,,,,
쓰,아,속,으로,가,저거,도,못,,,ㄴ,것,는데,들,가깝,를,면,.,하,요,이,그래서,겠,,,1,,그런,,,,보,,,,,,,,,,,,,,,,
어,아,감정적,에,이,게네,은,빨리,,,ㄴ,수,는데,들,싸,를,든,.,하,라고,이,그러니까,었,,,2,,이런,,,,가지,,,,,,,,,,,,,,,,
가,다,행동,에,이,그,은,빨리,,,ㄴ,쪽,는데,들,매끄럽,을,면,.,하,거든,이,그러니까,더,,,1,,그,,,,가지,,,,,,,,,,,,,,,,
가,아,측면,에,가,자기,도,못,,,은,쪽,어야,고,어렵,한테,ㄴ데,.,하,ㄴ대,이,그러니까,았,,,6,,그,,,,보,,,,,,,,,,,,,,,,
먹,어,엠,에,이,우리,도,오히려,,,는,쪽,는데,들,그렇,과,자,.,하,더라,이,그래서,더,,,6,,그,,,,않,,,,,,,,,,,,,,,,
먹,아,비,로,이,우리,도,더,,,은,거,게,들,다르,을,고,.,하,야,이,그래서,었,,,1,,이,,,,않,,,,,,,,,,,,,,,,
어,아,티,에,이,저희,도,또,,,ㄴ,거,아,들,심하,를,ㄴ데,.,하,라고요,이,그런데,었,,,1,,그,,,,지,,,,,,,,,,,,,,,,
가,아,아이,에,이,뭐,든,벌써,,,는,것,아야,들,이렇,을,고,.,하,어요,이,그러니까,았,,,1,,저,,,,지,,,,,,,,,,,,,,,,
어,아,정확,서,가,저거,든지,좀,,,ㄴ,것,어서,들,같,을,지만,.,하,거든,이,그래서,더,,,1,,다른,,,,않,,,,,,,,,,,,,,,,
먹,아,전문가,으로,이,저희,도,이제,,,은,것,게,들,낫,를,고,.,시키,어요,이,그래서,았,,,16,,이런,,,,가지,,,,,,,,,,,,,,,,
즐기,다,얘기,에,이,그것,도,다,,,을,거,려고,들,같,을,면서,.,하,ㄴ다,이,그래서,었,,,하나,,그,,,,있,,,,,,,,,,,,,,,,
있,어,면접,에서,가,저,는,막,,,는,거,아서,들,같,을,고,.,하,아요,이,그래서,더,,,16,,어떤,,,,주,,,,,,,,,,,,,,,,
위하,아,때,에,가,뭐,도,이제,,,ㄴ,거,니까,들,많,을,면,.,하,어요,이,그래서,었,,,1,,그,,,,않,,,,,,,,,,,,,,,,
따르,어,엠,에,가,뭐,는,이제,,,ㄹ,거,어서,들,그,를,고,.,하,거든요,이,그래서,었,,,2,,무슨,,,,있,,,,,,,,,,,,,,,,
달라지,다,비,에,가,뭐,은,다,,,ㄹ,쪽,아서,들,더럽,를,구,.,하,어요,이,그래서,더,,,1,,이,,,,있,,,,,,,,,,,,,,,,
있,아,티,에,이,뭐,는,아무리,,,는,적,어서,쯤,이렇,을,고,.,하,잖아요,이,그러니까,었,,,1,,그,,,,있,,,,,,,,,,,,,,,,
듣,다,아이,에,이,우리,는,다시,,,ㄹ,쪽,아서,들,어떻,를,ㄴ데,.,하,거든요,이,그러니까,더,,,1,,그런,,,,있,,,,,,,,,,,,,,,,
그러,아,얘기,에,이,그,든지,그럼,,,ㄴ,거,게,들,좋,를,고,.,하,잖아요,이,그래서,았,,,1,,그,,,,지,,,,,,,,,,,,,,,,
대하,아,요즘,으로,이,저,도,이제,,,ㄴ,거,게,들,괜찮,을,고,.,하,아요,이,그러니까,였,,,1,,그,,,,않,,,,,,,,,,,,,,,,
생기,어,유행,에,라서,그,도,같이,,,는,쪽,아,들,높,를,고,.,하,어요,이,그러니까,었,,,1,,그,,,,있,,,,,,,,,,,,,,,,
대하,아,유행,에,이,그,는,그럼,,,는,것,니까,들,같,을,고,.,하,에요,이,그러니까,더,,,1,,그,,,,않,,,,,,,,,,,,,,,,
돌아보,음에도,생각,로,이,그,는,인제,,,는,쪽,아,들,어리,을,고,.,하,어요,이,그러면,었,,,1,,그,,,,있,,,,,,,,,,,,,,,,
되,아,애,으로,가,뭐,도,막,,,는,수,어서,들,없,을,고,.,하,아요,이,그러면,었,,,1,,그,,,,지,,,,,,,,,,,,,,,,
있,다,엠,에,이,저거,야,정말,,,ㄴ,거,게,들,그렇,을,면서,.,하,아요,이,하지만,었,,,1,,그,,,,주,,,,,,,,,,,,,,,,
하,다,비,서,이,뭐,도,막,,,는,데,니까,들,이렇,을,ㄴ데,?,되,아요,이,그리고,었,,,1,,그,,,,주,,,,,,,,,,,,,,,,
닿,어,티,서,이,저희,는,인제,,,는,거,게,들,많,을,거나,.,하,에요,이,그러면,더,,,1,,그런,,,,않,,,,,,,,,,,,,,,,
돌아다니,어,아이,에,이,뭐,도,아무래도,,,는,것,어야,들,같,를,고,.,하,어요,이,그러면,었,,,1,,그,,,,있,,,,,,,,,,,,,,,,
나,아,관심,에서,이,그,도,근데,,,은,식,아야,들,없,을,지만,?,하,다,이,그러니까,았,,,1,,그,,,,않,,,,,,,,,,,,,,,,
먹,아,때,에,이,거기,도,어쨌든,,,는,거,지,들,없,를,고,.,하,라고요,이,그리고,였,,,3,,그,,,,않,,,,,,,,,,,,,,,,
여기,어,음,으로,이,그거,도,어차피,,,는,데,아,들,같,을,고,?,되,거든요,이,그래서,더,,,3,,그,,,,있,,,,,,,,,,,,,,,,
있,아,애,에,이,뭐,도,그냥,,,ㄴ,데,어서,들,없,을,ㄴ데,.,하,에요,이,그래서,었,,,3,,다른,,,,않,,,,,,,,,,,,,,,,
아니,다,수업,으로,가,뭐,이나,그냥,,,는,것,지,들,그렇,를,고,?,하,더라,이,그래서,었,,,1,,다른,,,,있,,,,,,,,,,,,,,,,
따,다,시간,으로,이,뭐,도,이제,,,은,터,어서,들,같,을,고,?,하,거든요,이,그래서,었,,,4,,그,,,,있,,,,,,,,,,,,,,,,
쓰,아,선생님,에서,이,그거,는,다,,,ㄴ,쪽,어야,들,그,을,고,.,하,지,이,그래서,었,,,4,,그,,,,있,,,,,,,,,,,,,,,,
있,아,엠,에서,이,뭐,도,그냥,,,는,것,ㄹ까,들,괜찮,를,ㄴ데,?,되,어요,이,그러니까,는,,,50,,그,,,,않,,,,,,,,,,,,,,,,
나,ㄴ가,비,보다,이,뭐,은,이제,,,ㄹ,수,어야,들,그,를,ㄴ데,.,하,라,이,그래서,었,,,1,,그,,,,있,,,,,,,,,,,,,,,,
잡,ㄴ가,티,에서,가,이,라고,좀,,,ㄹ,것,지,들,이렇,을,면,.,하,거든요,이,그래서,었,,,5,,그,,,,갖,,,,,,,,,,,,,,,,
있,ㄴ가,아이,서,가,내,도,제대로,,,ㄹ,것,어야,들,그렇,를,고,.,하,어요,이,그래서,었,,,이,,그,,,,있,,,,,,,,,,,,,,,,
가,아,애,서,가,뭐,는,잘,,,ㄴ,것,지,들,같,를,고,.,하,요,이,그래서,더,,,5,,그,,,,가지,,,,,,,,,,,,,,,,
어,어,끼,에서,이,내,도,혹시,,,을,간,지,들,같,를,ㄴ데,.,하,어요,이,그러니까,었,,,5,,그런,,,,있,,,,,,,,,,,,,,,,
나,아,엠,에,이,뭐,도,그래서,,,ㄴ,번,어야,들,크,을,고,.,하,잖아요,이,그리고,더,,,4,,그,,,,주,,,,,,,,,,,,,,,,
어울리,아,비,에,가,뭐,라도,많이,,,ㄴ,뻔,는데,들,없,을,고,.,하,어요,이,그래서,었,,,20,,그,,,,있,,,,,,,,,,,,,,,,
있,어,티,으로,이,그쪽,까지,좀,,,ㄴ,덥,어야,들,그렇,을,고,.,하,에요,이,그래서,었,,,30,,그,,,,두,,,,,,,,,,,,,,,,
갈,아,아이,에,이,그,도,너무,,,ㄴ,번,아서,들,비슷하,을,고,.,하,거든요,이,그래서,었,,,6,,그,,,,않,,,,,,,,,,,,,,,,
스,아,얘기,로,가,이,까지,왜냐하면,,,ㄴ,거,ㄹ지,씩,이렇,을,고,?,하,어요,이,그래서,었,,,1,,이,,,,주,,,,,,,,,,,,,,,,
스,어,엠,에,가,우리,은,다,,,는,거,니까,들,크,을,고,.,하,어요,이,그래서,었,,,6,,그,,,,있,,,,,,,,,,,,,,,,
겹,어,비,보다,이,나,도,근데,,,는,때문,니까,들,이렇,을,고,.,하,라,이,그러니까,었,,,1,,이런,,,,않,,,,,,,,,,,,,,,,
즐기,아,티,으로,이,뭐,는,충분히,,,ㄹ,것,게,들,크,를,고,.,되,어요,이,그러니까,었,,,1,,그,,,,않,,,,,,,,,,,,,,,,
있,아,아이,으로,가,뭐,도,너무,,,ㄴ,것,어도,들,그,를,고,.,하,어요,이,그래서,었,,,5,,그런,,,,주,,,,,,,,,,,,,,,,
가,다,성향,에,가,나,도,쪼금,,,은,거,니까,들,이렇,를,고,?,하,잖아요,이,그래서,았,,,7,,그,,,,있,,,,,,,,,,,,,,,,
가보,다,중학생,에,가,자기,도,더,,,ㄹ,적,어야,들,젊,한테,고,.,하,어요,이,그래서,겠,,,이,,그,,,,있,,,,,,,,,,,,,,,,
있,아,고등,에,가,나,만,가장,,,ㄴ,적,게,들,그렇,을,면,?,하,ㄴ다,이,그러니까,겠,,,8,,새,,,,않,,,,,,,,,,,,,,,,
그러,어,학,보다,가,당신,이,훨씬,,,ㄹ,적,는데,들,다르,를,고,.,하,아요,이,그래서,겠,,,8,,다른,,,,있,,,,,,,,,,,,,,,,
그러,어,엠,에,이,뭐,도,더,,,는,것,어야,들,이렇,를,고,.,하,에요,이,그런데,겠,,,27,,그,,,,주,,,,,,,,,,,,,,,,
어,어,비,으로써,가,나,도,그럼,,,는,거,어야,들,없다,를,고,.,하,어요,이,그래서,겠,,,26,,어떤,,,,있,,,,,,,,,,,,,,,,
보,아,티,에,이,이것,는,많이,,,는,것,는데,들,없,를,면,?,하,어요,이,그러니까,었,,,1000,,어떤,,,,않,,,,,,,,,,,,,,,,
