NNG,JKS,XSN,JX,NP,JKO,MAG,UN,VV,ECS,ETD,NNB,VA,ECD,SF,MDT,JKG,JKM,MAC,EPT,VXV,EFQ,EFN,ECE,VXA,VCP,VCN,NR,EFI,XSV,JKQ,NNP,JC,XR,XSA,EPH,ETN,JKC,OL,NNM,VX,JKI,MDN,XPN,IC,EFO,EFA
지금,이,씩,는,거기,을,서로,,있,아,는,지,좋,는데,.,이런,,으로,,겠,주,,어요,고,,이,,3,,하,,,,,,,,,,,,,,,,,
케어,이,네,는,거기,을,많이,,가,어,ㄴ,것,좋,니까,.,이,,으로,,았,주,,어요,고,,이,,4,,하,,,,,,,,,,,,,,,,,
도,이,들,도,그것,을,좀,,시키,아,ㄴ,데,그,아,.,어느,,으로,,겠,주,,다,면,,이,,삼,,하,,,,,,,,,,,,,,,,,
상황,이,들,는,뭐,을,진짜,,계시,어,은,거,그렇,니까,?,그런,,으로,,었,주,,네요,고,,이,,1,,하,,,,,,,,,,,,,,,,,
지금,이,들,는,뭐,한테,막,,불구하,아,은,것,그렇,어서,.,그,,으로,,었,주,,아요,고,,이,,하나,,하,,,,,,,,,,,,,,,,,
인제,가,들,은,뭐,을,이렇게,,가,아,ㄴ,데,같,아서,.,어떤,,에,,겠,주,,아요,고,,이,,1,,하,,,,,,,,,,,,,,,,,
선생님,이,들,은,나,을,진짜,,하,어,는,데,아프,는데,.,그,,에,,더,주,,어요,면,,이,,만,,하,,,,,,,,,,,,,,,,,
엄마,이,들,는,어디,한테,새로,,스,아,는,거,같,니까,?,어떤,,에,,더,지,,라고요,고,,이,,5000,,하,,,,,,,,,,,,,,,,,
때,이,들,는,거기,을,이제,,가,ㄴ다,은,데,아프,다시피,.,그런,,으로,,았,않,,에요,고,,이,,1,,하,,,,,,,,,,,,,,,,,
누,이,들,나,뭐,을,좀,,하,아,는,때문,그렇,게,.,그,,으로,,었,가지,,죠,고,,이,,1,,하,,,,,,,,,,,,,,,,,
사람,이,들,은,어디,을,솔직히,,하,ㄴ가,는,등,그렇,는데,.,그,,서,,았,보,,잖아요,고,,이,,20,,하,,,,,,,,,,,,,,,,,
엄마,이,들,는,뭐,한테,많이,,그리하,다,ㄴ,것,크,니까,.,어느,,서,,았,보,,아요,고,,이,,여,,시키,,,,,,,,,,,,,,,,,
케어,가,들,는,우리,을,못,,지나,어,ㄴ,것,크,게,?,그,,에,,았,않,,죠,고,,이,,1,,시키,,,,,,,,,,,,,,,,,
가족,이,들,까지,그,을,좀,,하,어,는,거,그렇,는데,.,그,,에,,았,지,,죠,고,,이,,1,,하,,,,,,,,,,,,,,,,,
상황,가,들,는,뭐,을,진짜,,해하,어,다는,거,쉽,니까,.,그,,에,,았,않,,아요,고,,이,,7,,하,,,,,,,,,,,,,,,,,
엄마,가,들,도,그,를,진짜,,보내,고,은,것,같,아서,.,이,,으로,,었,않,,아요,고,,이,,하나,,하,,,,,,,,,,,,,,,,,
처음,이,들,도,그,을,또,,가,어,ㄹ,거,그렇,게,.,그,,에,,었,주,,습니다,고,,이,,2,,하,,,,,,,,,,,,,,,,,
고관절,이,네,은,뭐,을,한번,,오,어,는,번,이렇,어야,?,그런,,에,,었,않,,아요,고,,이,,3,,하,,,,,,,,,,,,,,,,,
남동생,가,네,는,그,를,이제,,보,아,는,대로,이렇,게,?,어떤,,서,,겠,있,,잖아요,고,,이,,1,,하,,,,,,,,,,,,,,,,,
결혼,이,네,은,뭐,을,잘,,변하,ㄴ다,는,것,이렇,으면,.,그런,,에,,었,주,,아야지요,고,,이,,3,,되,,,,,,,,,,,,,,,,,
안,이,네,은,그,를,진짜,,있,ㄴ다,ㄴ,쪽,귀엽,게,?,그,,에,,았,주,,ㅂ니다,고,,이,,7,,하,,,,,,,,,,,,,,,,,
남동생,이,씩,는,거기,을,이제,,지나,어,을,데,이쁘,니까,.,그,,에서,,았,지,,에요,고,,이,,7,,하,,,,,,,,,,,,,,,,,
둘,가,들,은,거기,한테,진짜,,보,어,는,것,이렇,어서,.,뭔,,에,,았,있,,다,자,,이,,5,,되,,,,,,,,,,,,,,,,,
고관절,이,들,는,자기,을,많이,,그러,어,는,거,이렇,려고,.,그런,,에,,더,주,,라고요,고,,이,,1,,하,,,,,,,,,,,,,,,,,
한번,이,들,은,나,를,이제,,받아들이,아,는,년,귀엽,는데,.,그,,에,,였,있,,에요,ㄴ데,,이,,1,,하,,,,,,,,,,,,,,,,,
요양원,이,들,만,거기,를,못,,하,다,는,데,귀엽,게,.,그,,같이,,았,있,,아요,면서,,이,,2,,하,,,,,,,,,,,,,,,,,
병원,가,들,는,뭐,를,좀,,보,어,은,거,싫,아서,?,그런,,으로,,더,있,,아요,고,,이,,1,,하,,,,,,,,,,,,,,,,,
수술,이,들,밖에,이것,을,더,,어,어,는,바,같,지,.,그,,에,,았,있,,지요,고,,이,,1,,하,,,,,,,,,,,,,,,,,
때,가,로,는,자기,를,좀,,하,어,는,것,이렇,다가,.,그런,,에서,,았,갖,,어요,고,,이,,1,,하,,,,,,,,,,,,,,,,,
제가,가,들,도,그,을,막,,슬,아,ㄴ,데,좋,지,.,그런,,로,,았,가지,,에요,고,,이,,2,,하,,,,,,,,,,,,,,,,,
삼성,가,네,요,머,를,그냥,,까,ㄴ다,ㄴ,식,많,아야,?,이런,,에,,었,가지,,다,고,,이,,억,,하,,,,,,,,,,,,,,,,,
병원,이,들,는,누군가,를,안,,보시,어,ㄴ,거,같,어,.,전,,에서,,았,지,,라고요,면서,,이,,1,,하,,,,,,,,,,,,,,,,,
봉사,가,들,은,뭐,을,그냥,,하,다,은,수,좋,니까,?,그런,,서,,었,가지,,다,면서,,이,,하나,,하,,,,,,,,,,,,,,,,,
엄마,이,들,도,그,을,잘,,듣,어,ㄴ,거,들,지,?,어떤,,으로,,더,지,,에요,고,,이,,하나,,하,,,,,,,,,,,,,,,,,
병원,이,들,도,거기,를,안,,보,어,은,수,이렇,니까,.,아무,,으로,,었,주,,에요,고,,이,,1,,하,,,,,,,,,,,,,,,,,
간병,이,네,까지,뭐,을,안,,그러,아,은,것,많,으면,?,어떤,,으로,,더,주,,다,고,,이,,1,,하,,,,,,,,,,,,,,,,,
퇴원,가,쯤,는,거기,를,한번,,있,아,ㄴ,수,없,게,.,어떤,,에,,았,갖,,어요,고,,이,,만,,하,,,,,,,,,,,,,,,,,
양,이,들,은,뭐,을,참,,도맡,아,ㄴ,수,이렇,어서,.,그런,,에서,,았,주,,어요,면서,,이,,하나,,하,,,,,,,,,,,,,,,,,
그때,이,들,도,거기,을,다,,하,어,ㄹ,것,없,서,.,그,,에,,았,주,,거든요,고,,이,,1000,,되,,,,,,,,,,,,,,,,,
수술,가,들,은,이것,한테,또,,있,어,ㄴ,만,같,다가,.,그,,로,,더,주,,어요,면서,,이,,만,,하,,,,,,,,,,,,,,,,,
엄마,가,들,부터,우리,를,많이,,드,어,ㄴ,만,이렇,니까,.,그런,,에서,,았,말,,어요,고,,이,,70,,되,,,,,,,,,,,,,,,,,
병원,이,들,도,누구,을,또,,하,지,ㄴ,거,그렇,는데,.,그,,에서,,겠,있,,죠,고,,이,,75,,하,,,,,,,,,,,,,,,,,
요양,이,들,도,그거,을,하여튼,,살,어,ㄴ,것,없,니까,.,그런,,으로,,었,가지,,어요,고,,이,,1,,하,,,,,,,,,,,,,,,,,
병원,이,들,은,그거,를,그냥,,떨어지,어,다는,놈,이쁘,다가,.,이런,,에,,았,가지,,거든요,고,,이,,1,,하,,,,,,,,,,,,,,,,,
엄마,이,쯤,대로,그것,을,그냥,,살,아,ㄴ,것,귀엽,는데,.,아무런,,으로,,겠,않,,아요,고,,이,,1,,하,,,,,,,,,,,,,,,,,
스스로,이,적,는,우리,을,그냥,,살아오,아,ㄴ,것,어떻,어도,.,그,,에,,더,있,,다,고,,이,,10,,하,,,,,,,,,,,,,,,,,
요양,가,들,은,그것,을,너무,,보내,어,는,거,같,니까,.,그런,,으로,,더,않,,라고요,고,,이,,5,,하,,,,,,,,,,,,,,,,,
병원,가,씩,요,저,을,외로,,가시,어,ㄴ,거,많,길래,.,몇,,에,,았,있,,어요,고,,이,,7,,하,,,,,,,,,,,,,,,,,
요양원,이,들,은,여기,을,다,,바라,아,을,거,이렇,어서,.,그,,에,,았,주,,더라,구,,이,,1,,하,,,,,,,,,,,,,,,,,
곳,가,들,는,그,을,별로,,보살피,어,ㄹ,거,같,지,.,그,,에,,었,있,,요,고,,이,,1,,하,,,,,,,,,,,,,,,,,
절대,이,들,도,그,을,현재,,하,어,는,것,그렇,지,.,이,,에서,,었,있,,오,고,,이,,1,,되,,,,,,,,,,,,,,,,,
안,가,들,은,뭐,을,또,,어,는지,ㄴ,데,어떻,어서,.,어떤,,에,,겠,있,,거든요,려면,,이,,10,,하,,,,,,,,,,,,,,,,,
결국,이,들,은,우리,한테,안,,오,어,ㄴ,데,크,으면,.,그,,에,,였,있,,어요,고,,이,,10,,하,,,,,,,,,,,,,,,,,
남동생,이,들,는,우리,을,좀,,되,는지,ㄴ,데,나쁘,아서,.,어느,,에서,,겠,있,,어요,고,,이,,10,,하,,,,,,,,,,,,,,,,,
언니,가,들,는,우리,을,하여간,,하,어,ㄴ,거,이렇,지,.,저,,에,,더,있,,거든요,ㄴ데,,이,,3,,하,,,,,,,,,,,,,,,,,
인천,가,들,은,거기,을,즉,,되,어,는,거,이렇,으면,.,그런,,에,,았,않,,어요,고,,이,,6,,하,,,,,,,,,,,,,,,,,
돈,이,들,은,거기,를,벌쩍벌쩍,,되,아,는,것,빠르,아서,.,그,,에서,,더,주,,잖아요,ㄴ데,,이,,7,,하,,,,,,,,,,,,,,,,,
문제,이,들,도,우리,한테,또,,아니,어,ㄴ,등,없,아서,.,그,,에서,,겠,않,,거든요,고,,이,,7,,하,,,,,,,,,,,,,,,,,
해결,이,,는,우리,를,참,,되,어,는,거,같,아서,.,그,,에,,었,있,,거든요,고,,이,,1,,하,,,,,,,,,,,,,,,,,
요양,이,,도,우리,을,지금,,사,아,는,만,이렇,지,.,이런,,에서,,겠,보,,에요,ㄴ데,,이,,1,,하,,,,,,,,,,,,,,,,,
병원,이,,는,우리,를,안,,대하,어,ㄴ,덜,그,게,.,그,,에,,더,않,,어요,고,,이,,1,,하,,,,,,,,,,,,,,,,,
요양,이,,는,뭐,를,잘,,늘,ㄴ다,는,나름,어떻,으면,.,그,,에,,었,버리,,어요,고,,이,,1,,하,,,,,,,,,,,,,,,,,
병원,가,,은,그것,을,진짜,,있,아,ㄴ,만,많,여,.,아무,,에,,었,보,,ㅂ니다,고,,이,,2,,하,,,,,,,,,,,,,,,,,
이상,이,,는,뭐,를,다,,오,어,는,등,그렇,고서,.,이런,,에서,,겠,주,,어요,고,,이,,6,,하,,,,,,,,,,,,,,,,,
방법,이,,도,우리,를,또,,어,다,ㄴ,간,넓,는데,.,아무,,서,,었,있,,거든요,ㄴ데,,이,,6,,하,,,,,,,,,,,,,,,,,
인제,가,,는,저,를,가다,,들어서,어,ㄹ,것,좋,아서,.,고런,,로,,더,않,,어요,고,,이,,1,,하,,,,,,,,,,,,,,,,,
이래,이,,은,뭐,을,또,,어,아,는,녀석,불친절하,게,?,그,,에서,,었,지,,거든,ㄴ다고,,이,,1,,하,,,,,,,,,,,,,,,,,
요양원,가,,는,우리,을,지내,,좋아지,아,을,하,넓,지,.,그,,에서,,었,있,,거든요,고,,이,,6,,하,,,,,,,,,,,,,,,,,
요양,이,,은,뭐,를,참,,하,고,는,것,좋,아서,.,그,,에,,겠,보,,아요,고,,이,,1,,하,,,,,,,,,,,,,,,,,
병원,이,,는,나,을,또,,그리,어,은,거,이렇,지,.,그,,에,,었,주,,라고요,면,,이,,1,,하,,,,,,,,,,,,,,,,,
연변,이,,는,이거,을,또,,갖,다,는,것,이렇,으니까,.,이런,,처럼,,었,주,,아요,고,,이,,1,,하,,,,,,,,,,,,,,,,,
아줌마,가,,는,그,를,또,,오,어,는,거,어떻,은데,.,무슨,,에,,았,않,,어요,면,,이,,1,,하,,,,,,,,,,,,,,,,,
도움,이,,는,뭐,을,이렇게,,살,아,은,것,좋,니까,.,그런,,에,,었,있,,다고,고,,이,,1,,하,,,,,,,,,,,,,,,,,
요양원,가,,요,자기,을,같이,,어,어야,는,거,좋,어서,.,그,,로,,었,버리,,어요,면,,이,,2,,하,,,,,,,,,,,,,,,,,
요양원,가,,은,여기,를,똑같이,,말하,다,ㄴ,거,아쉽,지,.,그,,에서,,었,가지,,세요,고,,이,,1,,하,,,,,,,,,,,,,,,,,
한국,가,,는,니,을,같이,,하,어,는,거,그렇,어서,?,그,,에서,,았,지,,아요,고,,이,,2,,하,,,,,,,,,,,,,,,,,
사람,이,,도,나,을,또,,떨어지,어,ㄴ,것,같,어서,.,그,,로,,었,보,,라고요,고는,,이,,4,,하,,,,,,,,,,,,,,,,,
친절,이,,도,저,을,또,,걷,ㄴ다,는,것,그렇,지,.,그,,에,,였,주,,어요,려면,,이,,1,,하,,,,,,,,,,,,,,,,,
선생님,이,,은,이것,를,또,,갈,아,는,것,아프,는데,.,이,,에서,,었,가지,,어요,ㄴ데,,이,,2,,하,,,,,,,,,,,,,,,,,
지금,이,,은,이거,를,또,,있,어,ㄴ,수,그렇,으니까,.,다른,,서,,었,주,,어요,고,,이,,1,,하,,,,,,,,,,,,,,,,,
어르신,이,,도,우리,를,또,,타,어,ㄴ,것,아프,아야,.,몇,,으로,,었,있,,어요,면,,이,,1,,하,,,,,,,,,,,,,,,,,
요양원,가,,대로,우리,를,안,,있,어,는,데,이렇,려고,.,몇,,으로,,었,있,,에요,면,,이,,1,,하,,,,,,,,,,,,,,,,,
도움,이,,요,그거,을,안,,어,어,는,데,그렇,는데,?,그,,에,,었,않,,어,면,,이,,하나,,하,,,,,,,,,,,,,,,,,
의향,이,,는,이것,을,너무,,되,어,ㄹ,수,크,는데,.,그,,에,,었,보,,라고요,ㄴ데,,이,,7,,하,,,,,,,,,,,,,,,,,
지금,이,,는,이것,을,너무,,가,어,ㄹ,거,당하,게,.,몇,,에,,았,있,,아요,고,,이,,8,,하,,,,,,,,,,,,,,,,,
엄마,가,,은,뭐,를,근데,,있,어,는,것,그렇,니까,.,몇,,에,,었,않,,어요,고,,이,,,,하,,,,,,,,,,,,,,,,,
요양원,가,,은,저,를,없이,,어,어,는,것,어떻,는데,.,무슨,,로,,었,않,,다니까,ㄴ데,,이,,,,하,,,,,,,,,,,,,,,,,
요양,가,,는,거기,를,잘,,기다리,어,는,데,아프,게,?,무슨,,에서,,었,보,,어요,ㄴ데,,이,,,,하,,,,,,,,,,,,,,,,,
병원,가,,도,뭐,을,이렇게,,되,어,ㄴ,하,그렇,아도,?,그,,에,,었,가지,,어요,고,,이,,,,하,,,,,,,,,,,,,,,,,
지금,가,,은,저,를,좀,,있,어,을,거,많,게,.,그,,으로,,었,가지,,어요,고,,이,,,,하,,,,,,,,,,,,,,,,,
애,이,,은,뭐,을,그래서,,어,어,ㄴ,것,같,아서,.,그,,로,,었,가지,,에요,고,,이,,,,하,,,,,,,,,,,,,,,,,
형제,이,,은,우리,를,좀,,하,어,ㄴ,것,아프,니까,.,저,,에,,었,않,,어요,고,,이,,,,하,,,,,,,,,,,,,,,,,
이번,가,,은,뭐,를,자주,,다니,어,ㄴ,거,아프,아야,.,그,,에,,았,놓,,잖아요,려면,,이,,,,하,,,,,,,,,,,,,,,,,
남편,가,,는,저,를,참,,가,어,ㄴ,거,그렇,어,.,몇,,에,,였,있,,아요,고,,이,,,,하,,,,,,,,,,,,,,,,,
충격,이,,도,저,을,또,,하,어,ㄹ,것,같,지,.,아무,,에,,았,있,,어요,고,,이,,,,하,,,,,,,,,,,,,,,,,
지금,이,,은,자기,을,또,,어,아,은,거,같,여,.,그,,에,,었,주,,어요,고,,이,,,,하,,,,,,,,,,,,,,,,,
제가,가,,은,자기,를,이제,,걷,어,ㄴ,수,같,어서,?,그,,에,,더,주,,에요,고,,이,,,,하,,,,,,,,,,,,,,,,,
지금,가,,이나,저,를,더,,되,어,ㄴ,수,그렇,니까,.,그,,에,,었,주,,라고요,면서,,이,,,,하,,,,,,,,,,,,,,,,,
상,이,,은,우리,한테,안,,자,어,을,것,같,는데,.,그,,로,,었,있,,다,면,,이,,,,하,,,,,,,,,,,,,,,,,
지금,가,,는,저,을,안,,그리,어,은,거,이렇,는데,.,다른,,에,,았,않,,라고요,고,,이,,,,하,,,,,,,,,,,,,,,,,
형제,가,,은,뭐,를,이제,,걸어가,어,ㄹ,것,그렇,게,.,그,,에,,었,주,,아요,고,,이,,,,하,,,,,,,,,,,,,,,,,
상황,가,,은,저,을,가끔,,택하,아,ㄴ,거,어떻,는데,.,무슨,,서,,었,않,,세요,면,,이,,,,하,,,,,,,,,,,,,,,,,
부모,가,,이나,우리,를,한꺼번에,,어,아,ㄹ,것,이렇,어,.,무슨,,에,,겠,버릇하,,어요,지만,,이,,,,하,,,,,,,,,,,,,,,,,
평일,가,,은,그것,을,서로,,느끼,어,는,데,이렇,기에,.,그,,에,,었,보,,라고요,고,,이,,,,시키,,,,,,,,,,,,,,,,,
보고,가,,는,저희,을,막,,슬,아,는,수,그렇,니,.,그,,에,,았,놓,,라고요,면,,이,,,,하,,,,,,,,,,,,,,,,,
토요일,이,,대로,그,을,왜,,되,어,ㄹ,거,같,는데,.,그,,에,,더,않,,지,지만,,이,,,,되,,,,,,,,,,,,,,,,,
일요일,이,,도,저,을,근데,,어,어,는,수,그렇,으니까,.,그,,에,,었,보,,아요,고,,이,,,,하,,,,,,,,,,,,,,,,,
교대,가,,도,저,을,서로,,떨어지,다,ㄴ,거,이렇,아서,.,그,,에,,었,가지,,라고요,고,,이,,,,하,,,,,,,,,,,,,,,,,
지금,이,,도,저,을,인제,,보,어,ㄴ,것,그렇,러,.,그,,에서,,더,지,,고요,고,,이,,,,하,,,,,,,,,,,,,,,,,
인상,이,,는,그것,을,막,,아,어,ㄹ,거,두렵,아야,.,그,,에서,,었,지,,어요,고,,이,,,,하,,,,,,,,,,,,,,,,,
상황,가,,는,저,한테,인제,,어,어,ㄹ,거,그렇,지,.,몇,,에,,었,있,,라고요,고,,이,,,,하,,,,,,,,,,,,,,,,,
엄마,이,,도,우리,를,인제,,그리,다,는,것,그렇,니까,.,그,,로,,었,않,,습니다,면,,이,,,,하,,,,,,,,,,,,,,,,,
때,이,,는,우리,를,아예,,그러,어,는,것,그렇,어,.,그,,에,,었,주,,ㅂ니다,고,,이,,,,하,,,,,,,,,,,,,,,,,
지금,가,,는,이,을,좀,,그러,다,은,것,그렇,는데,.,여러,,서,,었,않,,라고,고,,이,,,,하,,,,,,,,,,,,,,,,,
선생님,이,,만,어디,한테,안,,갖추,어,ㄴ,때문,이렇,아,.,그,,에,,겠,보,,어요,고,,이,,,,하,,,,,,,,,,,,,,,,,
말,가,,도,우리,을,좀,,취하,어,ㄹ,수,맛있,라,.,온,,에,,었,지,,아요,고,,이,,,,하,,,,,,,,,,,,,,,,,
엄마,이,,까지,저희,을,너무,,버리,어,ㄹ,거,이렇,는데,.,그,,서,,었,주,,라고,지만,,이,,,,하,,,,,,,,,,,,,,,,,
병원,이,,은,우리,를,지금,,되,아,는,거,어떻,아,.,저,,으로,,았,않,,라고,고,,이,,,,하,,,,,,,,,,,,,,,,,
생각,이,,은,나,한테,벌써,,어,어,는,거,이렇,는데,.,그,,에,,었,않,,ㅂ니다,고,,이,,,,하,,,,,,,,,,,,,,,,,
동생,이,,은,뭐,을,그냥,,걸,아,는,것,같,게,.,그,,보다,,었,않,,ㅂ니다,고,,이,,,,하,,,,,,,,,,,,,,,,,
때,이,,은,저,을,그냥,,어,어,ㄴ,거,어떻,니까,.,그,,에,,었,가지,,은데요,고,,이,,,,하,,,,,,,,,,,,,,,,,
엄마,이,,은,그거,를,같이,,되,어,는,격,없,게,.,이,,에,,겠,않,,다고,고,,이,,,,하,,,,,,,,,,,,,,,,,
짐,이,,도,저거,를,그냥,,어,아,는,것,그렇,아서,.,그,,로,,더,않,,라고요,고,,이,,,,하,,,,,,,,,,,,,,,,,
생각,이,,는,뭐,을,참,,어,아,ㄴ,가지,이렇,아서,.,다른,,에서,,었,않,,지,고,,이,,,,하,,,,,,,,,,,,,,,,,
지금,이,,만,뭐,을,하여간,,어,어,ㄴ,가지,없,니까,.,그,,으로,,더,않,,죠,고,,이,,,,하,,,,,,,,,,,,,,,,,
제가,이,,는,저희,을,하여튼,,살,어,ㄴ,거,그렇,어,.,그,,에,,더,않,,어,면,,이,,,,하,,,,,,,,,,,,,,,,,
지금,가,,는,그것,을,좀,,살,아,은,것,그렇,는데,.,그,,에서,,더,보,,라고,고,,이,,,,하,,,,,,,,,,,,,,,,,
가슴,가,,는,저,를,잘,,아니,어,은,거,시끄럽,아서,.,그,,에,,었,있,,요,으면서,,이,,,,하,,,,,,,,,,,,,,,,,
상황,이,,은,뭐,을,안,,어,아,은,것,그,게,.,이,,에서,,었,지,,거든요,면,,이,,,,하,,,,,,,,,,,,,,,,,
선생님,이,,는,저,을,더,,어,어,는,쪽,이렇,어,?,그,,서,,겠,있,,아요,면,,이,,,,하,,,,,,,,,,,,,,,,,
금전,가,,도,저,를,그렇게,,어,고,은,거,그렇,게,.,그,,에,,였,않,,대요,고,,이,,,,하,,,,,,,,,,,,,,,,,
합심,이,,은,그,을,자주,,그러,어,ㄴ,때문,시끄럽,는데,.,그,,에,,았,나,,거든,면,,이,,,,하,,,,,,,,,,,,,,,,,
부모님,이,,은,우리,을,씩,,옮기,어,ㄴ,것,그렇,은데,.,그,,에서,,었,않,,라고,ㄴ다고,,이,,,,하,,,,,,,,,,,,,,,,,
편안,이,,도,저,를,꼭,,되,아,은,거,시끄럽,러,.,그,,에,,었,보,,라고,고,,이,,,,하,,,,,,,,,,,,,,,,,
요양원,이,,까지,우리,를,또,,대하,어,은,거,그,은데,.,그,,에,,더,지,,라고,고,,이,,,,하,,,,,,,,,,,,,,,,,
요양,이,,만,그,를,마음대로,,내리,아,은,낭,없,여야,?,그,,으로,,였,않,,다고,고,,이,,,,하,,,,,,,,,,,,,,,,,
병원,가,,은,그,를,못,,되,ㄴ가,는,것,어렵,니까,.,다른,,으로,,였,보,,거든요,고,,이,,,,하,,,,,,,,,,,,,,,,,
차이,이,,는,저기,를,근데,,듣,지,ㄴ,거,좋,으니까,.,그,,으로,,었,버리,,어요,고,,이,,,,하,,,,,,,,,,,,,,,,,
만약,이,,는,저,을,또,,다가오,아,을,것,좋,아,.,그,,에서,,었,주,,라,면,,이,,,,하,,,,,,,,,,,,,,,,,
엄마,가,,은,그거,을,안,,어,아,ㄴ,거,시끄럽,아서,.,그,,로,,었,주,,거든요,고,,이,,,,하,,,,,,,,,,,,,,,,,
가게,가,,는,저기,을,안,,늘,어,ㄴ,것,어떻,아서,.,그,,에,,었,않,,여야지,고,,이,,,,하,,,,,,,,,,,,,,,,,
지,이,,는,우리,을,꼭,,하,어,ㄴ,것,그,라,.,그,,에,,더,않,,에요,면,,이,,,,하,,,,,,,,,,,,,,,,,
치료,이,,는,뭐,를,참,,어,어,ㄹ,거,그렇,는데,.,그,,로,,더,주,,다,고,,이,,,,하,,,,,,,,,,,,,,,,,
경험,이,,은,이것,을,또,,들어가,아,는,하,그,다가,.,그,,에서,,었,주,,거든,고,,이,,,,하,,,,,,,,,,,,,,,,,
엄마,가,,도,뭐,를,왜,,어려워지,어,ㄴ,쪽,좋,여,.,이,,에,,었,주,,어,고,,이,,,,하,,,,,,,,,,,,,,,,,
요양,이,,도,뭐,를,더,,있,아,ㄹ,수,같,니까,.,그,,에,,었,주,,라고,고,,이,,,,하,,,,,,,,,,,,,,,,,
병원,가,,은,저,를,안,,그리,어,ㄹ,거,좋,게,.,그,,서,,었,않,,어,고,,이,,,,하,,,,,,,,,,,,,,,,,
요양원,가,,까지,저희,을,좀,,타,아,ㄹ,데,많,는데,.,그,,로,,였,않,,아요,고,,이,,,,하,,,,,,,,,,,,,,,,,
엄마,이라서,,는,거기,을,전혀,,어,어,는,데,편하,어서,.,그,,서,,었,않,,아요,ㄴ데,,이,,,,하,,,,,,,,,,,,,,,,,
정도,이,,는,거기,를,못,,보,아,는,것,많,니까,.,그,,에서,,었,지,,잖아요,고,,이,,,,하,,,,,,,,,,,,,,,,,
경험적,가,,도,저,을,왜,,오르내리,ㄴ가,는,거,없,게,.,그,,서,,었,주,,어요,고,,이,,,,하,,,,,,,,,,,,,,,,,
얘기,가,,는,우리,를,그냥,,어,어,ㄴ,때문,어렵,어야,.,이,,로,,았,보,,잖아요,고,,이,,,,하,,,,,,,,,,,,,,,,,
요양,가,,는,뭐,를,오히려,,있,아,은,거,없,ㄹ지,.,그,,에,,었,않,,아요,고,,이,,,,하,,,,,,,,,,,,,,,,,
병원,가,,은,그것,를,더,,하,아,는,지,같,여도,.,그,,에,,었,있,,라고,고,,이,,,,하,,,,,,,,,,,,,,,,,
별,가,,은,뭐,을,안,,있,아,ㄴ,데,없,니까,.,그,,로,,었,보,,ㅂ니다,고,,이,,,,하,,,,,,,,,,,,,,,,,
의미,가,,도,우리,을,제멋대로,,걸어가,어,는,거,없,는데,.,그,,에,,었,않,,어,고,,이,,,,하,,,,,,,,,,,,,,,,,
결론,이,,은,그,을,근데,,있,어,는,거,이렇,게,.,그,,으로,,었,주,,어,고,,이,,,,되,,,,,,,,,,,,,,,,,
요양원,가,,는,뭐,을,또,,되,어,은,데,없,어서,.,그,,로,,였,않,,죠,고,,이,,,,하,,,,,,,,,,,,,,,,,
요양원,가,,은,저,를,또,,있,어,ㄴ,수,없,더니,.,그,,로,,었,있,,죠,고,,이,,,,하,,,,,,,,,,,,,,,,,
친절,이,,는,뭐,을,엄청,,있,어,ㄴ,가지,그렇,더니,.,그,,에서,,었,주,,아요,고,,이,,,,하,,,,,,,,,,,,,,,,,
사람,이,,도,저희,을,또,,보,아,는,수,이렇,러,?,그,,으로,,더,주,,아요,고,,이,,,,하,,,,,,,,,,,,,,,,,
케어,이,,는,내,을,많이,,듣,아,ㄴ다는,중,좋,으려고,.,그,,에,,었,보,,아요,면,,이,,,,하,,,,,,,,,,,,,,,,,
낫,가,,는,우리,을,근데,,느끼,아,는,하,부럽,여,.,그,,에,,었,보,,잖아,면,,이,,,,하,,,,,,,,,,,,,,,,,
다라,이,,도,우리,을,또,,가,다,는,거,좋,어서,?,그,,에,,었,놓,,아요,면,,이,,,,되,,,,,,,,,,,,,,,,,
생각,가,,은,그,을,안,,하,아,ㄴ,적,좋,어,.,그,,에,,었,않,,아요,면,,이,,,,하,,,,,,,,,,,,,,,,,
요양,이,,은,뭐,을,쪼끔,,꿈꾸,다,ㄴ,터,아름답,게,.,이,,에,,었,지,,잖아요,면,,이,,,,하,,,,,,,,,,,,,,,,,
병원,이,,나,내,를,안,,보,어,는,거,싫,어서,.,그,,에서,,었,있,,지요,면,,이,,,,하,,,,,,,,,,,,,,,,,
때,이,,도,자기,을,또,,있,다,는,이래,힘들,는데,.,그,,에,,었,버리,,잖아,지만,,이,,,,하,,,,,,,,,,,,,,,,,
요양원,가,,도,그것,를,꼭,,어,어,은,거,같,니까,.,그,,로,,었,가지,,라,면,,이,,,,하,,,,,,,,,,,,,,,,,
편안,가,,는,뭐,을,홀랑,,들어가,아,은,것,좁,지,?,그,,서,,었,있,,지,려면,,이,,,,하,,,,,,,,,,,,,,,,,
마음,가,,도,우리,을,쪼금,,보,어,은,수,어떻,라도,.,모든,,에,,았,있,,다,려면,,이,,,,하,,,,,,,,,,,,,,,,,
이제,가,,는,뭐,을,씩,,하,어,는,거,이렇,지,.,그런,,으로,,었,가지,,잖아,고,,이,,,,하,,,,,,,,,,,,,,,,,
