NNP,XSN,JKS,NNG,JX,NP,JKO,MAG,VCP,EC,VV,ETM,NNB,VA,EF,SF,MM,JKG,JKB,MAJ,EP,VX,JKC,VCN,XSV,VV-R,VA-I,VV-I,IC,SN,XSA,NR,JKQ,XR,XPN,ETN,JC,SL,XSA-I,VA-R,Z_CODA,JKV,XSM
서울역,들,이,유지,는,나,를,또,이,니까,느끼,는,것,있,ᆫ가,.,그런,,에,그래서,었,오,,,하,,덥,,뭐,1,,,,,,,,,,,,,
서울,들,이,걱정,요,그쪽,을,또,이,어,스,는,것,많,ᆯ까,.,저,,하고,근데,었,오,,,하,,그립,,그,1,,,,,,,,,,,,,
서울,들,이,사람,은,거기,을,이렇게,이,다고,되,는,것,힘들,어,.,그,,에,그래서,었,보,,,하,,덥,,이제,1,,,,,,,,,,,,,
남산,님,이,걱정,ᆫ,나,을,사실,이,어서,떨어지,는,번,같,어,.,이런,,에,그래서,었,보,,,하,,그렇,,뭐,1,,,,,,,,,,,,,
서울,님,가,근래,은,나,을,상당히,이,면서,그러,는,일,다르,잖아,.,무슨,,에,그래서,었,보,,,하,,이렇,,그,4,,,,,,,,,,,,,
오비,들,이,주변,도,나,를,한번,이,니까,갖추,는,번,다르,ᆫ가,.,그런,,으로,근데,시,보,,,하,,이렇,,그,4,,,,,,,,,,,,,
무의도,들,이,주변,도,저,를,물론,이,다,살,는,번,같,어,.,요,,에서,근데,었,오,,,하,,그렇,,아,5,,,,,,,,,,,,,
무의도,들,이,가족,ᆫ,저,을,안,이,다,취하,ᆯ,달,있,잖아,.,이런,,에서,그러니까,었,못하,,,하,,아깝,,그,1,,,,,,,,,,,,,
소무,들,이,경조사,는,저,를,다,이,면서,버리,는,번,같,예요,.,무슨,,ᆯ로,그리고,었,보,,,하,,그렇,,아,20,,,,,,,,,,,,,
소무,들,이,일,도,그것,를,안,이,고,되,ᆯ,점,같,야,.,그,,으로,근데,었,있,,,하,,까맣,,인제,5,,,,,,,,,,,,,
무의도,님,가,얼마,도,저,ᆯ,더욱더,이,고,되,다는,거,크,야,.,어떤,,에서,그래서,시,보,,,하,,이렇,,음,6,,,,,,,,,,,,,
김,들,가,전,은,저,를,잘,이,고,살,는,수,있,어,.,그,,하고,그래서,시,않,,,하,,까맣,,인제,1,,,,,,,,,,,,,
서울,들,이,남편,는,우리,를,또,이,다가,살,는,거,같,어,.,이런,,으로,그래서,었,있,,,시키,,하얗,,뭐,5,,,,,,,,,,,,,
인천공항,들,가,사고,는,나,를,더,이,어,옮기,는,간,다르,잖아요,.,그,,에서,그러니까,었,보,,,시키,,그렇,,인제,6,,,,,,,,,,,,,
무의도,들,가,세상,ᆫ,뭐,을,다시,이,니까,되,는,마리,다르,어,.,그,,으로,그런데,었,보,,,시키,,그렇,,뭐,1,,,,,,,,,,,,,
무의도,들,가,일,은,나,를,아주,이,어서,대하,는,간,있,어,.,다른,,에,근데,었,보,,,하,,이렇,,인제,2,,,,,,,,,,,,,
소무,들,가,일,는,나,ᆯ,굉장히,이,다가,내리,는,거,있,어,?,이런,,으로,그러니까,시,보,,,하,,그렇,,참,5,,,,,,,,,,,,,
인도,들,이,전,는,그것,를,또,이,다,되,ᆯ,마리,없,어요,.,어떤,,에,근데,었,가,,,하,,어떻,,뭐,5,,,,,,,,,,,,,
수안보,들,이,친구,도,나,을,또,이,어,들,는,놈,많,어,.,그,,에,근데,었,가지,,,시키,,그렇,,아,8,,,,,,,,,,,,,
수안보,들,가,남편,은,저,을,많이,이,고,다가오,ᆫ,마리,많,지,.,한,,으로,근데,었,가지,,,하,,그렇,,예,2,,,,,,,,,,,,,
수안보,들,이,췌장암,은,저,을,물론,이,고,하,는,놈,많,야,.,그,,과,그리고,었었,않,,,하,,이렇,,그,1,,,,,,,,,,,,,
전라도,들,가,고생,은,저,를,사실,이,니까,들어가,은,놈,없,어,.,그,,으로,그러니까,시,나,,,하,,시끄럽,,아우,60,,,,,,,,,,,,,
순천,들,이,회복,도,저,을,또,이,는데,타,는,마리,같,야,.,그,,으로,그래도,었,보,,,되,,이렇,,저,64,,,,,,,,,,,,,
순천만,들,가,아,도,저,을,이제,이,고,보,는,쪽,싫,거든,.,한,,에,그리고,었,있,,,하,,그렇,,저기,74,,,,,,,,,,,,,
순천,들,이,완쾌,은,그거,를,이렇게,이,으니까,오르내리,다는,수,싫,어,.,그런,,에,그래서,겠,하,,,하,,그렇,,뭐,80,,,,,,,,,,,,,
순천,들,이,그날,ᆫ,저,을,같이,이,고,보,는,마리,같,어,.,그런,,에,근데,시,주,,,하,,안타깝,,뭐,76,,,,,,,,,,,,,
순천,들,가,이상,도,그것,를,또,이,더라고,걸어가,ᆯ,마리,힘들,어,.,그,,에,근데,었,먹,,,하,,아름답,,아,2,,,,,,,,,,,,,
순천,적,이,날,도,우리,를,많이,이,어서,있,는,지,없,어,.,그,,에서,근데,시,보,,,하,,그렇,,어,3,,,,,,,,,,,,,
수원,네,이,티브이,도,자기,을,또,이,ᆯ라고,되,는,둥,있,지,.,그런,,서,그리고,었,버리,,,하,,그렇,,어,4,,,,,,,,,,,,,
박정희,들,가,칼국수,는,저,ᆯ,바로,이,고,있,는,점,같,야,.,그런,,에서,근데,었,싶,,,하,,이렇,,뭐,1,,,,,,,,,,,,,
김대중,들,가,사람,도,나,을,한번,이,는데,보,ᆫ,가지,같,잖아,.,요,,에,근데,시,싶,,,하,,그렇,,뭐,10,,,,,,,,,,,,,
순천,들,이,건강,는,저,을,바로,이,니까,들,는,것,작,네,.,그,,에서,근데,었,않,,,하,,빨갛,,아,10,,,,,,,,,,,,,
순천,이,이,유행,도,나,를,거의,이,어,느끼,는,중,싫,지,.,그런,,에,근데,었,주,,,하,,그렇,,아우,5,,,,,,,,,,,,,
순천,들,이,때,도,뭐,을,상당히,이,고,가,는,거,없,자,.,그,,에서,근데,었었,말,,,하,,그렇,,음,1,,,,,,,,,,,,,
순천만,들,이,대중교통,도,우리,를,아주,이,다,하,ᆯ,거,없,대요,.,그,,에서,그래서,었,나,,,하,,그렇,,그지,2,,,,,,,,,,,,,
순천,들,이,이용,도,그거,을,인제,이,니까,꿈꾸,는,것,없,어,.,한,,에서,근데,시,있,,,하,,그렇,,네,2,,,,,,,,,,,,,
순천,들,이,맛,도,그거,을,너무,이,고,있,ᆯ,것,있,어,.,그런,,으로서,근데,었,주,,,하,,그렇,,아,3,,,,,,,,,,,,,
순천,들,가,맛집,은,그거,을,좀,이,니까,들어가,다는,데,같,어요,.,그,,하고,그러니까,었,보,,,하,,어떻,,그,23,,,,,,,,,,,,,
담양,들,가,줄,는,그거,를,쪼끔,이,어서,보,을,수,답답하,어,.,어느,,에,그래서,으시,보,,,하,,그렇,,인제,21,,,,,,,,,,,,,
순천,적,이,시간,은,저,을,굉장히,이,고,하,ᆫ,것,많,더라고,?,그,,에서,근데,었,가,,,하,,이렇,,이,6,,,,,,,,,,,,,
여수,들,이,날,도,요거,을,쭉,이,지만,살,ᆫ,데,있,야,.,그,,한테,근데,었,보,,,하,,어렵,,뭐,10,,,,,,,,,,,,,
순천,적,이,밤,는,고거,을,인제,이,면서,들,ᆫ,거,힘들,더라고,.,몇,,에,근데,었,싶,,,하,,어렵,,뭐,8,,,,,,,,,,,,,
광주,들,가,사람,는,나,을,또,이,어,하,는,거,있,어,.,이런,,에,그래서,시,보,,,하,,이렇,,아,3,,,,,,,,,,,,,
곡성,들,이,기침,은,저것,ᆯ,이제,이,면,사,는,거,있,냐,.,그,,서,근데,었었,주,,,하,,아름답,,그,22,,,,,,,,,,,,,
곡성,들,이,이상,는,저,를,이리,이,다,보,ᆯ,거,같,ᆯ게,.,몇,,서,그러니까,었,나,,,하,,어렵,,뭐,625,,,,,,,,,,,,,
구례,적,이,병원,은,저,를,쭉,이,더니,들,는,거,잽싸,어라,.,그,,하고,근데,었,있,,,하,,이렇,,그,1,,,,,,,,,,,,,
구례,들,이,병원,요,우리,을,이리,이,고,살,는,것,있,다니까,.,그,,에,그러면,었,가지,,,하,,어렵,,뭐,2,,,,,,,,,,,,,
화엄사,들,가,그때,요,우리,를,상당히,이,고,되,는,거,같,야,.,그런,,에,근데,었,가지,,,하,,그렇,,뭐,30,,,,,,,,,,,,,
구례,들,이,문상,은,저,를,상당히,이,게,오르내리,ᆫ,번,없,어,.,이런,,로,근데,었,싶,,,하,,이렇,,뭐,2,,,,,,,,,,,,,
지리산,들,이,당시,도,저,을,이제,이,게,나오,은,거,심하,어,?,이런,,에서,그래서,었,싶,,,하,,저렇,,그,3,,,,,,,,,,,,,
고,들,이,친구,는,저,을,또,이,어서,서,은,수,심하,어,.,그,,으로,근데,었,나,,,하,,그렇,,뭐,3,,,,,,,,,,,,,
곡성,적,이,때,만,나,를,안,이,어도,서,ᆯ,것,언짢,어,.,그,,에,근데,겠,지,,,하,,너그럽,,뭐,7,,,,,,,,,,,,,
곡성,들,이,남편,도,나,를,상당히,이,어도,앉,ᆫ,것,좋,거든,.,이런,,에,근데,겠,주,,,하,,이렇,,뭐,1,,,,,,,,,,,,,
한국,들,이,때,도,저,를,인제,이,ᆫ데,서,는,년,같,잖아,.,그런,,에,그래서,었,싶,,,하,,쉽,,뭐,1,,,,,,,,,,,,,
한국,들,가,나이,은,저,을,주로,이,어서,되,ᆫ,거,있,어,.,한,,에,근데,었,나,,,하,,그렇,,이제,40,,,,,,,,,,,,,
순천,들,가,친구,는,저,를,많이,이,게,서,는,거,좋,더라,.,저,,와,그래서,였,보,,,하,,어떻,,저,4,,,,,,,,,,,,,
장성,들,이,남편,도,우리,ᆯ,충분히,이,ᆫ가,그러,ᆯ,거,좋,어,.,이런,,로,근데,었,가지,,,되,,어떻,,아이고,10,,,,,,,,,,,,,
백양사,들,이,친구,도,저,ᆯ,또,이,고,사,는,거,없,잖아,.,그,,에,근데,었,하,,,하,,그렇,,뭐,15,,,,,,,,,,,,,
장성,들,가,일,도,저,를,또,이,게,살,은,집,없,어,.,그런,,로,그래서,었,하,,,하,,그렇,,그,5,,,,,,,,,,,,,
백양사,들,가,주변,만,저,를,충분히,이,어서,하,은,거,많,더라고,.,그,,에,그리고,었,하,,,하,,새롭,,아우,1,,,,,,,,,,,,,
백양사,용,가,일,도,저,을,물론,이,게,모르,은,거,같,더라고,.,그,,로,근데,었,있,,,하,,시끄럽,,그,3,,,,,,,,,,,,,
백담사,들,이,엄마,대로,거기,ᆯ,이제,이,게,들,을,거,같,어,.,그,,에,근데,었었,보,,,하,,그렇,,아휴,2,,,,,,,,,,,,,
백양사,들,이,동안,은,저희,을,한번,이,게,하,ᆯ,거,같,어,.,어떤,,에,근데,었,있,,,하,,이렇,,그,3,,,,,,,,,,,,,
내장산,들,께서,요양원,도,그거,을,한번,이,는데,살,ᆫ,거,같,어,.,별,,서,그리고,었,주,,,하,,즐겁,,그,3,,,,,,,,,,,,,
내장산,적,이,고생,도,우리,을,상당히,이,어서,되,을,거,넓,어,.,그,,에,근데,겠,있,,,하,,어렵,,그,10,,,,,,,,,,,,,
내장산,적,가,생각,도,누구,을,지금,이,게,섞이,는,거,있,잖아,.,여러,,에,그리고,시,싶,,,하,,이렇,,그,3,,,,,,,,,,,,,
강원도,들,이,면회,은,거기,을,많이,이,면,지나가,은,거,있,어요,.,그,,에,그리고,었,않,,,하,,고맙,,그,20,,,,,,,,,,,,,
전라도,들,이,때,은,저,을,또,이,어서,하,ᆫ,거,좋,어,.,내,,에서,그러니까,었,갖,,,하,,고맙,,이제,50,,,,,,,,,,,,,
경상도,들,이,발걸음,도,저,을,또,이,고,동떨어지,ᆫ,만큼,재밌,거든,.,그,,한테,그러면,었,하,,,하,,어떻,,뭐,30,,,,,,,,,,,,,
충청도,들,이,인,ᆫ,그것,를,많이,이,고,지내,은,수,같,잖아,.,그,,에서,그리고,겠,하,,,하,,귀엽,,인제,20,,,,,,,,,,,,,
제주도,인,가,부모,도,여기,을,상당히,이,게,줄어들,ᆫ,거,같,지,.,그,,에서,근데,었,하,,,하,,이렇,,뭐,50,,,,,,,,,,,,,
앨,들,가,존재,은,우리,를,가장,이,어,보,을,거,있,잖아,.,그,,에,그래도,었,주,,,하,,어렵,,뭐,30,,,,,,,,,,,,,
여수,들,이,부모,는,나,ᆯ,또,이,니까,사,ᆫ,것,같,어,.,그,,에,그래서,었,있,,,하,,그렇,,아,20,,,,,,,,,,,,,
순천,풍,이,말,은,이거,ᆯ,한번,이,는데,되,는,거,비슷하,어,.,그런,,에,그래서,겠,있,,,하,,그렇,,그,50,,,,,,,,,,,,,
곡성,풍,가,즉흥,도,저쪽,를,쭉,이,면,하,은,거,같,어,.,다른,,에,그리고,으시,하,,,하,,그렇,,그,30,,,,,,,,,,,,,
수안보,들,가,생각,요,이쪽,을,상당히,이,니까,들이,은,거,같,라니까,.,그런,,에,그리고,었,주,,,하,,이렇,,어,20,,,,,,,,,,,,,
수안보,들,이,생각,도,나,를,또,이,고,따르,ᆯ,거,같,어요,.,어느,,으로,그리고,겠,주,,,하,,그립,,네,50,,,,,,,,,,,,,
수안보,화,가,동안,도,그거,ᆯ,지금,이,니까,있,라는,거,같,어요,.,어떤,,에,그리고,으시,놓,,,하,,이렇,,그,30,,,,,,,,,,,,,
수안보,들,이,부모,도,그거,을,잘,이,다가,가,은,거,같,거든요,.,두,,에서,근데,었,버리,,,하,,가깝,,그,1,,,,,,,,,,,,,
파크,들,가,존재,요,뭐,ᆯ,안,이,니까,끼,는,거,싸,습니다,?,그,,에서,그래도,었,않,,,하,,가깝,,그,1,,,,,,,,,,,,,
상주,님,가,확인,는,그거,을,많이,이,는데,되,ᆫ,것,싸,죠,.,순,,에서,그리고,었,가지,,,하,,이렇,,저기,3,,,,,,,,,,,,,
경상도,님,이,계기,는,그거,을,한번,이,고,하,ᆯ,것,허술하,요,.,한,,에,그래서,으시,있,,,하,,낫,,그,3,,,,,,,,,,,,,
상주,님,가,선생,는,나,을,바로,이,는데,되,는,거,같,습니다,.,어떤,,에,그래도,었,지,,,하,,그렇,,어,1,,,,,,,,,,,,,
수안보,들,가,경우,ᆫ,자기,를,바로,이,냐면,만들,은,거,없,거든요,.,그,,에,그리고,었,하,,,하,,즐겁,,아,30,,,,,,,,,,,,,
조,들,이,남편,는,나,를,바로,이,어,하,ᆯ,거,나쁘,습니다,?,그런,,에,또,었,있,,,하,,어떻,,그,8,,,,,,,,,,,,,
족욕,씩,이,분위기,도,나,를,아마,이,고,커지,는,살,시원하,죠,.,어떤,,에,근데,었,지,,,당하,,그렇,,그,10,,,,,,,,,,,,,
족욕,네,이,충격,는,저,를,또,이,다,살,을,거,있,어요,.,저,,에,그래서,겠,하,,,하,,그렇,,인제,3,,,,,,,,,,,,,
부렀더,들,이,짐작,도,저,을,잘,이,면,되,는,거,같,더라고요,.,그런,,에,근데,었었,하,,,하,,그렇,,아,4,,,,,,,,,,,,,
카톡,들,가,경우,ᆫ,자기,을,안,이,고,떨어지,ᆫ,거,없,어요,.,그런,,에,그럼,었,보,,,하,,그렇,,네,1,,,,,,,,,,,,,
카톡,들,가,제사,ᆫ,그분,을,전부,이,면,따르,는,거,깨끗하,요,.,이,,에,오히려,었었,보,,,하,,그렇,,저,2,,,,,,,,,,,,,
수안보,들,가,성당,는,뭐,ᆯ,이제,이,어서,늘어나,ᆯ,거,없,어요,.,그런,,에서,또한,었,보,,,하,,그렇,,뭐,3,,,,,,,,,,,,,
수안보,들,가,성당,는,그분,을,쭉,이,어서,보,ᆫ,거,괜찮,죠,.,한,,으로,그리고,었,있,,,하,,그렇,,어,4,,,,,,,,,,,,,
수안보,들,이,연,는,거,를,상당히,이,고,되,ᆫ,것,같,ᆸ니까,.,어떤,,에,그리고,었,있,,,하,,그렇,,그지,70,,,,,,,,,,,,,
대판,님,가,미사,은,그,을,많이,이,어서,하,은,거,늦,에요,?,그런,,로,그래서,었,가지,,,하,,이렇,,고,50,,,,,,,,,,,,,
수안보,들,이,불교,은,자기,을,또,이,게,되,는,데,같,더라고,.,그런,,에,그리고,겠,갖,,,하,,이렇,,거,1,,,,,,,,,,,,,
수안보,층,가,사람,만,그것,를,거의,이,는데,들,는,거,있,어요,.,어떤,,으로,그래서,었,가지,,,하,,무섭,,그,1,,,,,,,,,,,,,
수안보,님,가,동안,은,나,을,상당히,이,니까,대하,은,것,있,어요,?,이런,,에,그래서,었,놓,,,하,,그렇,,뭐,90,,,,,,,,,,,,,
수안보,들,이,성당,은,어디,을,또,이,어서,보,을,거,없,더라고,.,저,,에,그래서,겠,놓,,,하,,이렇,,아,80,,,,,,,,,,,,,
수안보,들,가,동안,도,나,ᆯ,쭉,이,어,있,는,거,있,습니다,.,별,,에,근데,었,놓,,,하,,어떻,,이,2,,,,,,,,,,,,,
수안보,들,가,미사,도,자기,ᆯ,인제,이,어,넓히,ᆯ,거,있,요,.,저,,대로,그래서,겠,놓,,,하,,그렇,,뭐,3,,,,,,,,,,,,,
카톡,님,가,지향,는,여기,를,인제,이,어,되,ᆫ,대,크,죠,.,그런,,에,그래서,었,있,,,하,,그렇,,아,4,,,,,,,,,,,,,
카톡,들,이,신청,는,누구,를,또,이,니까,움직이,은,거,있,어요,.,그런,,보다,그리고,겠,놓,,,되,,그렇,,그,1,,,,,,,,,,,,,
안면도,들,가,엄마,도,저희,를,또,이,고,나가,은,데,늦,ᆸ니다,.,다른,,에,그러니까,겠,갖,,,하,,그렇,,어,1,,,,,,,,,,,,,
카톡,끼리,가,선생,도,우리,ᆯ,또,이,니까,되,는,거,없,습니다,?,그,,에,근데,었,지,,,하,,그렇,,아,30,,,,,,,,,,,,,
카톡,들,가,차례,는,그거,을,많이,이,어도,줄이,는,거,같,은데,.,이런,,에,그래서,었,있,,,하,,그렇,,뭐,5,,,,,,,,,,,,,
카톡,적,이,제사,도,나,을,또,이,지,모르,은,것,같,어요,.,그,,보다,그래서,시,보,,,하,,그렇,,뭐,10,,,,,,,,,,,,,
나다,들,이,얼마,은,거기,를,그만큼,이,고,보,ᆯ,것,같,습니다,.,이,,하고,그리고,었,지,,,하,,그렇,,그,10,,,,,,,,,,,,,
소라,산,가,충격,는,나,을,또,이,고,하,는,거,좋,어요,.,그런,,으로,그래서,었,놓,,,하,,이렇,,뭐,20,,,,,,,,,,,,,
카톡,들,가,속,요,자기,을,정말,이,게,보,ᆫ,것,젊,죠,.,그,,으로,그래서,었,갖,,,하,,그렇,,뭐,1,,,,,,,,,,,,,
샘,들,이,못버나스,도,저,을,참,이,게,가,ᆫ단,거,있,어요,.,그,,에,근데,었,보,,,하,,그렇,,뭐,1,,,,,,,,,,,,,
강남구,층,이,점,도,그거,을,다,이,다가,하,ᆫ,거,격하,잖아요,.,그런,,에서,그래서,었,있,,,하,,그렇,,에,2,,,,,,,,,,,,,
강남,층,이,제사,는,저,를,이제,이,듯이,일구,ᆯ,달,같,어요,.,이런,,로,근데,었,가지,,,하,,그렇,,그,1,,,,,,,,,,,,,
선릉역,들,이,차례나,든지,나,을,이제,이,으면,먹,ᆯ,번,없,죠,.,그,,에,그래서,었,달,,,하,,그렇,,뭐,5,,,,,,,,,,,,,
선릉역,들,이,추석,도,나,를,상당히,이,고,움직이,는,거,많,요,.,그,,에,그러니까,었,하,,,하,,이렇,,그,10,,,,,,,,,,,,,
에스컬레,들,가,때,은,우리,을,지금,이,고,맞,을,거,같,어요,.,그런,,에서,근데,었,보,,,하,,이렇,,어머,10,,,,,,,,,,,,,
선릉역,들,가,준비,은,나,를,쪼끔,이,는데,나오,ᆯ,거,없,ᆫ다,.,한,,에,그래서,었,놓,,,하,,이렇,,뭐,1,,,,,,,,,,,,,
선릉역,들,가,자제,도,우리,를,또,이,고,가지,ᆫ,거,얇,죠,.,한,,로,그래도,었었,있,,,하,,그렇,,아,7,,,,,,,,,,,,,
영어,들,이,생각,는,자기,를,또,이,으니까,느끼,ᆫ,거,많,습니다,?,그,,로,그러니까,시,가지,,,하,,가깝,,이,8,,,,,,,,,,,,,
한국어,들,가,생각,는,저,를,상당히,이,어,먹,은,거,좋,나요,.,그런,,에,그래도,었,갖,,,하,,가깝,,아,10,,,,,,,,,,,,,
한영,님,가,추석,만,저희,를,이제,이,어서,내,는,바퀴,늦,습니다,.,그,,으로,그러니까,었,하,,,하,,이렇,,에,20,,,,,,,,,,,,,
명동역,들,가,생각,은,나,ᆯ,다,이,게,하,는,거,없,어요,.,이런,,에서,그래서,었,있,,,하,,가깝,,음,1,,,,,,,,,,,,,
일본,님,이,걱정,는,거기,ᆯ,사실,이,다,하,는,거,없,거든요,.,그,,에,그리고,었,가지,,,하,,가깝,,저기,1,,,,,,,,,,,,,
김,들,가,어머니,만,우리,을,직접,이,으면,가,는,거,싫,죠,?,그,,에,그래서,었었,지,,,받,,그렇,,야,3,,,,,,,,,,,,,
윤,들,가,얘기,는,우리,을,또,이,어야,두,ᆯ,거,있,어요,.,그,,으로,그리고,었었,보,,,하,,덥,,어,5,,,,,,,,,,,,,
윤,들,가,어머니,도,걔,를,자꾸,이,은데,하,는,것,없,더라고,.,그,,으로,그래서,었,않,,,하,,덥,,뭐,10,,,,,,,,,,,,,
신애,님,이,병,도,나,를,다,이,어도,보,는,일,많,습니다,.,어떤,,으로,그리고,었,보,,,하,,이렇,,음,2,,,,,,,,,,,,,
서울,들,가,경우,도,걔,를,다,이,고,좋아하,ᆯ,거,있,요,.,그,,에,그러면,었,있,,,하,,즐겁,,뭐,11,,,,,,,,,,,,,
안,님,가,친정,는,뭐,ᆯ,전부,이,ᆯ라,태어나,은,것,좋,습니다,.,한,,에서,그럼,었,놓,,,하,,하얗,,아,11,,,,,,,,,,,,,
서울,들,가,엄마,도,자기,을,다,이,지,자라,은,거,좋,어요,.,이런,,하고,그러면,었었,않,,,하,,이렇,,아,2,,,,,,,,,,,,,
양,님,가,거동,도,나,를,이제,이,어도,살,ᆫ,수,좋,습니다,.,그,,으로,그래도,었,갖,,,하,,이렇,,그,1,,,,,,,,,,,,,
선릉역,들,이,외출,는,그것,ᆯ,못,이,면,팔,은,것,없,거든요,?,그런,,에,그래서,었,하,,,하,,이렇,,뭐,100,,,,,,,,,,,,,
베트남,들,이,화장실,는,그것,를,지금,이,면,기르,는,것,같,어요,.,두,,에,그러니까,었,주,,,되,,그렇,,뭐,1,,,,,,,,,,,,,
홍콩,들,이,밥,은,저,를,아마도,이,으라고,되,ᆫ,수,힘들,더라고,.,어떤,,으로,그래서,었,버리,,,하,,그렇,,아,1,,,,,,,,,,,,,
홍콩,들,가,식사,는,저,를,바로,이,다고,들,ᆯ,거,같,죠,.,오랜,,에서,그럼,었었,버리,,,하,,그렇,,뭐,1,,,,,,,,,,,,,
홍콩,들,께서,정도,도,저희,을,바로,이,는데,갖,ᆯ,것,편하,더라고,.,무신,,에,그럼,었,보,,,하,,그렇,,저,1,,,,,,,,,,,,,
홍콩,님,가,티브이,은,저,를,또,이,어서,되,는,수,같,습니다,.,그,,에,근데,으시,갖,,,하,,그렇,,자,1,,,,,,,,,,,,,
마카오,들,가,티브이,도,지,을,얼마나,이,면,그러,는,데,있,습니다,.,그런,,에,그리고,었,버리,,,되,,안쓰럽,,뭐,1,,,,,,,,,,,,,
홍콩,들,이,정도,는,자기,을,많이,이,고,살피,은,구,같,나요,.,오랜,,에,그래서,었,버리,,,되,,이렇,,뭐,1,,,,,,,,,,,,,
홍콩,들,이,형제,도,어디,를,또,이,으면,맞,는,가지,좋,어요,.,그,,한테,그리고,시,보,,,하,,그렇,,인제,1,,,,,,,,,,,,,
홍콩,들,이,형제,는,거기,ᆯ,이제,이,게,맞추,은,것,좋,더라고,.,그런,,한테,그러니깐,었,있,,,하,,그렇,,뭐,1,,,,,,,,,,,,,
동남아,들,이,다,은,나,을,이리,이,라고,즐기,ᆯ,거,허술하,잖아요,.,그,,에다가,그래서,었,보,,,하,,그렇,,뭐,2,,,,,,,,,,,,,
일본,들,이,일,도,나,ᆯ,상당히,이,고,되,는단,거,같,습니다,?,그런,,처럼,그러니까,었었,갖,,,하,,그렇,,그,1,,,,,,,,,,,,,
홍콩,들,이,엄마,은,나,을,이제,이,더니,하,ᆯ,거,없,어요,.,그,,에,그리고,었,갖,,,하,,그렇,,그,3,,,,,,,,,,,,,
마카오,님,가,케어,는,자기,를,상당히,이,어서,들,는,것,같,예요,.,그런,,로,아님,었,가지,,,하,,이렇,,어,6,,,,,,,,,,,,,
홍콩,끼리,이,상황,는,저,를,참,이,ᆫ다고,갖,는,거,있,죠,.,어떤,,한테,그런데,었,갖,,,하,,그렇,,뭐,6,,,,,,,,,,,,,
마카오,들,이,선생,은,자기,를,다,이,어서,주,ᆯ,거,편하,어요,.,다른,,한테,그래서,었,버리,,,하,,그렇,,그,1,,,,,,,,,,,,,
휴양림,끼리,이,엄마,은,저,를,막,이,니까,움직이,는,거,같,어요,.,어떤,,으로,그래서,었,내,,,하,,그렇,,아,3,,,,,,,,,,,,,
나,들,이,때,도,우리,를,막,이,어,살,는,거,이쁘,어요,.,여러,,에다가,그런데,었,갖,,,하,,그렇,,그,2,,,,,,,,,,,,,
영인산,들,이,사람,도,저,ᆯ,또,이,지,보,는,거,어리,라,.,그런,,한테,그리고,었,갖,,,하,,이렇,,뭐,2,,,,,,,,,,,,,
